Transaction Number,Service Heads (T),Account (T),Transaction Date,Amount,Supplier Name
30238771,Adult Safeguarding,Other Hired & Contracting Services,15/08/2024,£923.00,MH 24 LTD
30239293,Adult Safeguarding,Other Hired & Contracting Services,18/08/2024,"£1,127.20",DR GED GARRY
42327364,Adult Social Care - Localities,Direct Payments,08/08/2024,"£8,330.28",Redacted
42327367,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,275.52",Redacted
42327370,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,178.44",Redacted
42327371,Adult Social Care - Localities,Direct Payments,08/08/2024,"£5,269.88",Redacted
42327373,Adult Social Care - Localities,Direct Payments,08/08/2024,£689.40,Redacted
42327378,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,394.72",Redacted
42327380,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,626.24",Redacted
42327381,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,374.24",Redacted
42327382,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,226.40",Redacted
42327385,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,612.96",Redacted
42327386,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,873.44",Redacted
42327388,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,747.80",Redacted
42327390,Adult Social Care - Localities,Direct Payments,08/08/2024,£913.84,Redacted
42327393,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,184.00",Redacted
42327414,Adult Social Care - Localities,Direct Payments,08/08/2024,"£4,368.00",Redacted
42327418,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,627.37",Redacted
42327424,Adult Social Care - Localities,Direct Payments,08/08/2024,"£9,444.48",Redacted
42327428,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,107.68",Redacted
42327434,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,067.28",Redacted
42327435,Adult Social Care - Localities,Direct Payments,08/08/2024,£848.96,Redacted
42327436,Adult Social Care - Localities,Direct Payments,08/08/2024,£892.80,Redacted
42327437,Adult Social Care - Localities,Direct Payments,08/08/2024,"£4,065.60",Redacted
42327439,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,519.32",Redacted
42327444,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,082.36",Redacted
42327446,Adult Social Care - Localities,Direct Payments,08/08/2024,"£3,624.12",Redacted
42327450,Adult Social Care - Localities,Direct Payments,08/08/2024,£984.04,Redacted
42327453,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,054.76",Redacted
42327455,Adult Social Care - Localities,Direct Payments,08/08/2024,"£3,170.64",Redacted
42327459,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,180.00",Redacted
42327461,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,519.00",Redacted
42327466,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,501.48",Redacted
42327468,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,213.52",Redacted
42327475,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,461.60",Redacted
42327483,Adult Social Care - Localities,Direct Payments,08/08/2024,"£3,237.02",Redacted
42327484,Adult Social Care - Localities,Direct Payments,08/08/2024,"£5,865.00",Redacted
42327486,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,126.44",Redacted
42327491,Adult Social Care - Localities,Direct Payments,08/08/2024,£766.00,Redacted
42327492,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,084.64",Redacted
42327493,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,399.04",Redacted
42327495,Adult Social Care - Localities,Direct Payments,08/08/2024,"£3,391.08",Redacted
42327497,Adult Social Care - Localities,Direct Payments,08/08/2024,"£4,028.00",Redacted
42327501,Adult Social Care - Localities,Direct Payments,08/08/2024,"£5,041.36",Redacted
42327502,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,419.72",Redacted
42327506,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,820.30",Redacted
42327507,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,546.88",Redacted
42327508,Adult Social Care - Localities,Direct Payments,08/08/2024,"£3,189.04",Redacted
42327509,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,789.44",Redacted
42327511,Adult Social Care - Localities,Direct Payments,08/08/2024,"£3,056.64",Redacted
42327515,Adult Social Care - Localities,Direct Payments,08/08/2024,"£6,015.96",Redacted
42327520,Adult Social Care - Localities,Direct Payments,08/08/2024,"£3,135.44",Redacted
42327521,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,000.00",Redacted
42327527,Adult Social Care - Localities,Direct Payments,08/08/2024,"£4,644.64",Redacted
42327529,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,027.52",Redacted
42327531,Adult Social Care - Localities,Direct Payments,08/08/2024,£599.76,Redacted
42327534,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,185.60",Redacted
42327536,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,707.28",Redacted
42327537,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,455.40",Redacted
42327539,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,508.96",Redacted
42327540,Adult Social Care - Localities,Direct Payments,08/08/2024,£956.40,Redacted
42327541,Adult Social Care - Localities,Direct Payments,08/08/2024,£813.12,Redacted
42327548,Adult Social Care - Localities,Direct Payments,08/08/2024,£790.40,Redacted
42327549,Adult Social Care - Localities,Direct Payments,08/08/2024,£955.92,Redacted
42327552,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,200.00",Redacted
42327554,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,024.00",Redacted
42327558,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,655.56",Redacted
42327560,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,376.80",Redacted
42327561,Adult Social Care - Localities,Direct Payments,08/08/2024,£752.76,Redacted
42327563,Adult Social Care - Localities,Direct Payments,08/08/2024,"£3,474.96",Redacted
42327564,Adult Social Care - Localities,Direct Payments,08/08/2024,£660.00,Redacted
42327573,Adult Social Care - Localities,Direct Payments,08/08/2024,£800.00,Redacted
42327575,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,800.00",Redacted
42327577,Adult Social Care - Localities,Direct Payments,08/08/2024,£624.00,Redacted
42327583,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,194.00",Redacted
42327585,Adult Social Care - Localities,Direct Payments,08/08/2024,£557.20,Redacted
42327586,Adult Social Care - Localities,Direct Payments,08/08/2024,£826.08,Redacted
42327591,Adult Social Care - Localities,Direct Payments,08/08/2024,£665.24,Redacted
42327592,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,411.08",Redacted
42327594,Adult Social Care - Localities,Direct Payments,08/08/2024,£835.24,Redacted
42327598,Adult Social Care - Localities,Direct Payments,08/08/2024,£522.72,Redacted
42327601,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,859.04",Redacted
42327606,Adult Social Care - Localities,Direct Payments,08/08/2024,£605.40,Redacted
42327607,Adult Social Care - Localities,Direct Payments,08/08/2024,"£6,655.08",Redacted
42327613,Adult Social Care - Localities,Direct Payments,08/08/2024,£589.80,Redacted
42327616,Adult Social Care - Localities,Direct Payments,08/08/2024,£612.48,Redacted
42327619,Adult Social Care - Localities,Direct Payments,08/08/2024,"£3,816.24",Redacted
42327622,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,484.72",Redacted
42327626,Adult Social Care - Localities,Direct Payments,08/08/2024,"£6,440.28",Redacted
42327627,Adult Social Care - Localities,Direct Payments,08/08/2024,£972.00,Redacted
42327629,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,235.00",Redacted
42327631,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,219.68",Redacted
42327632,Adult Social Care - Localities,Direct Payments,08/08/2024,£748.04,Redacted
42327633,Adult Social Care - Localities,Direct Payments,08/08/2024,"£12,868.36",Redacted
42327634,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,684.32",Redacted
42327636,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,042.16",Redacted
42327642,Adult Social Care - Localities,Direct Payments,08/08/2024,"£3,177.76",Redacted
42327649,Adult Social Care - Localities,Direct Payments,08/08/2024,£855.12,Redacted
42327651,Adult Social Care - Localities,Direct Payments,08/08/2024,£725.76,Redacted
42327659,Adult Social Care - Localities,Direct Payments,08/08/2024,£553.28,Redacted
42327661,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,111.08",Redacted
42327665,Adult Social Care - Localities,Direct Payments,08/08/2024,£505.56,Redacted
42327666,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,912.00",Redacted
42327670,Adult Social Care - Localities,Direct Payments,08/08/2024,£570.24,Redacted
42327676,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,348.16",Redacted
42327679,Adult Social Care - Localities,Direct Payments,08/08/2024,£599.76,Redacted
42327680,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,140.16",Redacted
42327683,Adult Social Care - Localities,Direct Payments,08/08/2024,£745.92,Redacted
42327684,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,769.44",Redacted
42327687,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,049.60",Redacted
42327688,Adult Social Care - Localities,Direct Payments,08/08/2024,£589.80,Redacted
42327690,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,364.88",Redacted
42327692,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,510.08",Redacted
42327693,Adult Social Care - Localities,Direct Payments,08/08/2024,£750.68,Redacted
42327697,Adult Social Care - Localities,Direct Payments,08/08/2024,£589.80,Redacted
42327701,Adult Social Care - Localities,Direct Payments,08/08/2024,£766.00,Redacted
42327702,Adult Social Care - Localities,Direct Payments,08/08/2024,£568.36,Redacted
42327707,Adult Social Care - Localities,Direct Payments,08/08/2024,£963.36,Redacted
42327708,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,071.36",Redacted
42327710,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,011.56",Redacted
42327718,Adult Social Care - Localities,Direct Payments,08/08/2024,£616.56,Redacted
42327719,Adult Social Care - Localities,Direct Payments,08/08/2024,£691.04,Redacted
42327721,Adult Social Care - Localities,Direct Payments,08/08/2024,"£6,447.44",Redacted
42327722,Adult Social Care - Localities,Direct Payments,08/08/2024,£768.16,Redacted
42327723,Adult Social Care - Localities,Direct Payments,08/08/2024,£528.48,Redacted
42327724,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,346.00",Redacted
42327726,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,863.44",Redacted
42327730,Adult Social Care - Localities,Direct Payments,08/08/2024,"£4,587.92",Redacted
42327732,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,157.16",Redacted
42327733,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,438.72",Redacted
42327737,Adult Social Care - Localities,Direct Payments,08/08/2024,"£7,901.66",Redacted
42327739,Adult Social Care - Localities,Direct Payments,08/08/2024,£624.56,Redacted
42327740,Adult Social Care - Localities,Direct Payments,08/08/2024,"£2,220.28",Redacted
42327742,Adult Social Care - Localities,Direct Payments,08/08/2024,£766.76,Redacted
42327744,Adult Social Care - Localities,Direct Payments,08/08/2024,£600.00,Redacted
42327754,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,392.56",Redacted
42327781,Adult Social Care - Localities,Direct Payments,08/08/2024,"£1,358.28",Redacted
30235818,Adult Social Care - Localities,Legal & Conveyancing Charges,28/03/2024,£828.00,Crown Chambers Services Ltd
30236946,Adult Social Care - Localities,Legal & Conveyancing Charges,25/04/2024,"£1,037.50",Parklane Plowden Chambers
30239816,Adult Social Care - Localities,Other Establishments,01/05/2024,"£8,954.40",Hales Group Ltd
30239824,Adult Social Care - Localities,Other Establishments,01/07/2024,"£8,954.40",Hales Group Ltd
30239818,Adult Social Care - Localities,Other Establishments,01/08/2024,"£8,954.40",Hales Group Ltd
30238249,Adult Social Care - Localities,Other Establishments,08/08/2024,"£44,040.00",Amphion Home Care Services Ltd
42330275,Adult Social Care - Localities,Other Establishments,16/08/2024,"£123,860.33",Hales Group Ltd
42330276,Adult Social Care - Localities,Other Establishments,16/08/2024,"£5,457.20",Amara Care
42330279,Adult Social Care - Localities,Other Establishments,16/08/2024,"£141,767.90",Amphion Home Care Services Ltd
42330280,Adult Social Care - Localities,Other Establishments,16/08/2024,"£55,734.90",A.T.C.S. Ltd
42330281,Adult Social Care - Localities,Other Establishments,16/08/2024,"£1,651.52",Care Plus Care Ltd
42330282,Adult Social Care - Localities,Other Establishments,16/08/2024,"£8,981.56",Care Plus Care (Uk) Ltd (Isle)
42330283,Adult Social Care - Localities,Other Establishments,16/08/2024,"£10,204.90",Chestnut Homecare Ltd
42330285,Adult Social Care - Localities,Other Establishments,16/08/2024,"£11,685.77",Creative Support
42330287,Adult Social Care - Localities,Other Establishments,16/08/2024,"£15,327.12",Housing & Support Solutions Ltd
42330299,Adult Social Care - Localities,Other Establishments,16/08/2024,"£25,562.57",Sure Group
42330291,Adult Social Care - Localities,Other Establishments,16/08/2024,"£31,757.12",Nl Group Limited
42330273,Adult Social Care - Localities,Other Establishments,16/08/2024,"£68,885.53",Provide React
42330277,Adult Social Care - Localities,Other Establishments,16/08/2024,"£101,540.43",Amber Care (Lincolnshire) Ltd
42330284,Adult Social Care - Localities,Other Establishments,16/08/2024,"£116,472.66",Goodwin Healthcare Services Ltd
42330286,Adult Social Care - Localities,Other Establishments,16/08/2024,"£17,153.76",Hica
42330297,Adult Social Care - Localities,Other Establishments,16/08/2024,"£10,969.12",Elite Care Solutions Ltd
42331734,Adult Social Care - Localities,Other Establishments,29/08/2024,"£2,588.12",Runwood Homes Ltd
42331735,Adult Social Care - Localities,Other Establishments,29/08/2024,"£2,621.60",Ryehill Country Lodge care home
42331736,Adult Social Care - Localities,Other Establishments,29/08/2024,"£5,037.04",Yorkare Homes Ltd
42331738,Adult Social Care - Localities,Other Establishments,29/08/2024,"£2,588.12",MPS CARE
42331739,Adult Social Care - Localities,Other Establishments,29/08/2024,"£2,468.48",MINSTER CARE GROUP LTD
42331740,Adult Social Care - Localities,Other Establishments,29/08/2024,"£6,585.00",Cinnabar Support & Living LTD
42331741,Adult Social Care - Localities,Other Establishments,29/08/2024,"£2,746.56",Roche Healthcare Limited
42331742,Adult Social Care - Localities,Other Establishments,29/08/2024,"£3,548.00",Roche Healthcare Limited
42331743,Adult Social Care - Localities,Other Establishments,29/08/2024,"£7,056.00",Silver Tree Care Ltd
42331745,Adult Social Care - Localities,Other Establishments,29/08/2024,"£3,400.00",Southcrest Care 2 Ltd
42331749,Adult Social Care - Localities,Other Establishments,29/08/2024,"£3,336.00",HC-One Limited
42331755,Adult Social Care - Localities,Other Establishments,29/08/2024,"£16,836.00",Susash Sheffield Ltd
42331756,Adult Social Care - Localities,Other Establishments,29/08/2024,"£25,801.57",BH Care Home Ltd
42331757,Adult Social Care - Localities,Other Establishments,29/08/2024,"£8,867.04",Strong Life Care
42331759,Adult Social Care - Localities,Other Establishments,29/08/2024,"£3,600.00",Woodlands Residential (Cambridgeshire) Ltd
42331761,Adult Social Care - Localities,Other Establishments,29/08/2024,"£343,739.62",Bupa Care Services (Commissioning) Ltd
42331762,Adult Social Care - Localities,Other Establishments,29/08/2024,"£240,996.11",Bupa Care Services (Commissioning) Ltd
42331767,Adult Social Care - Localities,Other Establishments,29/08/2024,"£23,478.56",Complete Care (Uk) Ltd
42331770,Adult Social Care - Localities,Other Establishments,29/08/2024,"£47,519.45",Balmoral House
42331771,Adult Social Care - Localities,Other Establishments,29/08/2024,"£53,923.44",Ascot House
42331772,Adult Social Care - Localities,Other Establishments,29/08/2024,"£2,849.16",Beechcroft House
42331773,Adult Social Care - Localities,Other Establishments,29/08/2024,"£3,625.80",Blyton Court
42331774,Adult Social Care - Localities,Other Establishments,29/08/2024,"£90,676.77",Hc One
42331775,Adult Social Care - Localities,Other Establishments,29/08/2024,"£8,063.51",Little Brocklesby House Ltd
42331776,Adult Social Care - Localities,Other Establishments,29/08/2024,"£3,414.64",Burleigh House (Manage Care Homes Limites)
42331777,Adult Social Care - Localities,Other Establishments,29/08/2024,"£2,772.00",The Elms Care Home
42331778,Adult Social Care - Localities,Other Establishments,29/08/2024,"£3,500.00",The Elms Care Home
42331780,Adult Social Care - Localities,Other Establishments,29/08/2024,"£20,989.76",Carseld
42331781,Adult Social Care - Localities,Other Establishments,29/08/2024,"£69,033.28",P&N Care Home Ltd
42331782,Adult Social Care - Localities,Other Establishments,29/08/2024,"£39,537.66",Cherry Tree House
42331783,Adult Social Care - Localities,Other Establishments,29/08/2024,"£26,915.31",Clarence House Care Centre
42331788,Adult Social Care - Localities,Other Establishments,29/08/2024,"£53,721.18",Eagle House Nursing Home
42331794,Adult Social Care - Localities,Other Establishments,29/08/2024,"£30,534.96",Greenacres Care Home
42331795,Adult Social Care - Localities,Other Establishments,29/08/2024,"£27,950.62",Gresham Lodge Care Home
42331796,Adult Social Care - Localities,Other Establishments,29/08/2024,"£64,628.04",Havenmere
42331800,Adult Social Care - Localities,Other Establishments,29/08/2024,"£3,295.40",Hica
42331801,Adult Social Care - Localities,Other Establishments,29/08/2024,"£2,752.64",Hica
42331802,Adult Social Care - Localities,Other Establishments,29/08/2024,"£2,522.76",Hica
42331803,Adult Social Care - Localities,Other Establishments,29/08/2024,"£2,859.16",Hica
42331805,Adult Social Care - Localities,Other Establishments,29/08/2024,"£2,522.76",St Philips Care Caledonia Limited
42331806,Adult Social Care - Localities,Other Establishments,29/08/2024,"£36,382.08",Holly House Residential Home
