Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre,Directorate
Reading Borough Council,02/09/2024,114011,36858,FISHER HYDRAULICS LTD,Fleet Management,884.87,Transport Related Expenditure -,Vehicle Maintenance,RBC Standard Invoice,R4552,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,113600,36882,KCARE NURSING AGENCY LTD,LD Community Services,1125.11,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,115539,36906,OLIVER POWELL,JLT Disbursements,975,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,02/09/2024,109087,36876,BLACKBURN IT SERVICES LTD,Universal Digital Systems,991,Capital                       -,IT - Costs/Equipment,RBC Standard Invoice,C8635,Capital
Reading Borough Council,02/09/2024,108510,36934,PROSIS LTD,Highways Infrastructure,1005,Capital                       -,Contractors,RBC Standard Invoice,C8280,Capital
Reading Borough Council,02/09/2024,113064,36960,RAPHSON SOCIAL CARE LTD,Deprivation of Liberty Safegua,1267.91,Supplies and Services         -,Professional Fees,RBC Standard Invoice,R5729,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,112549,36907,CREAM DESIGN LTD,Strategic Transport & Concessi,1074,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R4726,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,108495,36877,TELESHORE U.K. LTD,Cemeteries,1146.74,Supplies and Services         -,Equipment Purchase & Repair,RBC Standard Invoice,R4607,Directorate of Resources
Reading Borough Council,02/09/2024,116772,36911,BERKSHIRE VAN HIRE LTD,Fleet Management,1162.5,Transport Related Expenditure -,Vehicle Spot Hire,RBC Standard Invoice,R4552,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,107391,36908,PITCH MAINTENANCE SERVICES LTD,Streetscene,1170,Premises Related Expenses     -,Mtce : Childrens Playgrounds,RBC Standard Invoice,R4567,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,113598,36882,KCARE NURSING AGENCY LTD,PS Acquired Community Services,1477.14,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,107727,36902,THE OYSTER PARTNERSHIP LTD,Taxi & Private Hire Licensing,1582,Employees                     -,Agency Staff,RBC Standard Invoice,R4603,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,107175,36951,MICHAEL AUBREY BARROW LTD,Corp & Community Buildings,1600,Capital                       -,Building Works,RBC Standard Invoice,C8310,Capital
Reading Borough Council,02/09/2024,114033,36933,LISA-MARIE GIBBS,Public Health Team Costs,1960,Supplies and Services         -,Other Supps & Servs Costs,RBC Standard Invoice,R2065,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,107786,36952,FCS-LIVE LTD,Corporate Maintenance Services,1635,Third Party Payments          -,Third Party Pymts: Other Estab,RBC Standard Invoice,R4080,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,107721,36862,SUNNYSIDE AUTOS,Fleet Management,1677.88,Transport Related Expenditure -,Vehicle Maintenance,RBC Standard Invoice,R4552,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,108564,36942,S E L WRIGHT CONSULTING LTD,JLT Disbursements,1753.47,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,02/09/2024,83023,36944,THAMESIDE FLOORING SERVICES,Corporate Maintenance Services,1917,Third Party Payments          -,Third Party Pymts: Other Estab,RBC CIS Invoice,R4080,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,115595,36877,TELESHORE U.K. LTD,Crematorium,1929.2,Supplies and Services         -,Equipment Purchase & Repair,RBC Refunds Manual Entry,R4606,Directorate of Resources
Reading Borough Council,02/09/2024,108582,36862,SUNNYSIDE AUTOS,Fleet Management,1951.63,Transport Related Expenditure -,Vehicle Maintenance,RBC Standard Invoice,R4552,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,111511,36931,AGILISYS LTD,PCC/Parliamentary/Other Electi,2407.5,Supplies and Services         -,Other Supps & Servs Costs,RBC Standard Invoice,R2430,Directorate of Resources
Reading Borough Council,02/09/2024,116274,36913,CARE4U WE LTD,Mental Health Community Servic,2416.59,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,108579,36881,DSI BILLING SERVICES LTD,Revenues & Benefits Systems,2017.82,Supplies and Services         -,Postage,RBC Standard Invoice,R2266,Directorate of Resources
Reading Borough Council,02/09/2024,108567,36953,SAVIGAR SERVICES LTD,Voluntary Sector & Community G,2450,Supplies and Services         -,Consultancy Fees,RBC Refunds Manual Entry,R2041,Directorate of Resources
Reading Borough Council,02/09/2024,107756,36945,STORAGE ON SITE LTD,Coroner,2170,Supplies and Services         -,Other Office Expenses,RBC Standard Invoice,R4605,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,112291,36864,J PRATLEY & SONS LTD,Streetscene,2225,Third Party Payments          -,Third Party Pymts: Other Estab,RBC CIS Invoice,R4567,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,112553,36961,ANNA LAVELLE,JLT Disbursements,2350,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,02/09/2024,113597,36882,KCARE NURSING AGENCY LTD,PS Acquired Community Services,2908.9,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,112818,36909,EQUITA LTD,Legal Services,2500,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2400,Directorate of Resources
Reading Borough Council,02/09/2024,111792,36897,THERA EAST ANGLIA,Mental Health Community Servic,3176.8,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,108561,36957,SMI GROUP LTD,Recycling and Waste,2722.39,Supplies and Services         -,Clothing & Uniforms,RBC Standard Invoice,R4561,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,108436,36913,CARE4U WE LTD,PS Acquired Community Services,3643.64,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,108395,36923,SUNLIGHT HOMECARE SERVICES LTD,LD Community Services,3906.08,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,115537,36940,CLOUDLINE CONSULTANCY LTD,JLT Disbursements,3990.35,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,02/09/2024,112579,36853,EE LTD,Network Services,3494.69,Supplies and Services         -,Mobile Phones,RBC Standard Invoice,R4703,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,113628,36930,SALIS CARE LTD,Social Support,4453.48,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5790,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,108481,36901,NLC NOVA LIFT CO LTD,Repairs,3791.71,Premises Related Expenses     -,HRA Cyclical Maint & Servicing,RBC CIS Invoice,R5970,Housing
Reading Borough Council,02/09/2024,111769,36915,MEDCARE HOME SERVICES LTD T/A PROACTIVE,Mental Health Community Servic,4926.6,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,111770,36915,MEDCARE HOME SERVICES LTD T/A PROACTIVE,Mental Health Community Servic,4926.6,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,108493,36954,MOMOSIGNS,Cultural Development Minor Sch,5226.71,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8170,Capital
Reading Borough Council,02/09/2024,108776,36855,SOLACE IN BUSINESS LTD,ASC Senior Management Team,5294.39,Employees                     -,Staff Recruitment Costs,RBC Standard Invoice,R5700,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,113629,36930,SALIS CARE LTD,LD Community Services,6379.76,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,116236,36893,SURECARE (READING & EAST BERKSHIRE),PS Acquired Community Services,6484.8,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,108539,36884,GREENWICH LEISURE LTD,PCC/Parliamentary/Other Electi,11552.4,Premises Related Expenses     -,Property Hire,RBC Standard Invoice,R2430,Directorate of Resources
Reading Borough Council,02/09/2024,107733,36928,YUNEX LTD,Network Services,11405,Third Party Payments          -,Third Party Pymts: Other Estab,RBC CIS Invoice,R4703,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,107540,36917,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate FM - Office Building,12274.14,Premises Related Expenses     -,Building Maintenance,RBC CIS Invoice,R3738,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,107837,36916,EW BEARD LTD,Corporate FM - Office Building,22141.23,Premises Related Expenses     -,Routine Maintenance,RBC CIS Invoice,R3738,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,107495,36860,CAPITA BUSINESS SERVICES LTD,Housing Benefit Administration,29033.91,Third Party Payments          -,Third Party Pymts: Other Estab,RBC Standard Invoice,R2265,Directorate of Resources
Reading Borough Council,02/09/2024,116860,36859,WSP UK LTD,New Build & Acquis: Phase 2-4,4909,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8712,Capital
Reading Borough Council,02/09/2024,117063,36863,LINGWOODS,Corporate FM - Office Building,900,Premises Related Expenses     -,Window Cleaning,RBC Standard Invoice,R3738,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,117004,36865,CHILMINGTON HOMES LTD,LD Community Services,1158.64,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,117008,36865,CHILMINGTON HOMES LTD,PS Acquired Community Services,11054.12,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,116983,36883,COMFORT CARE SERVICES LTD,Mental Health Community Servic,1175.36,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,116953,36913,CARE4U WE LTD,Mental Health Community Servic,1449.36,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,116959,36913,CARE4U WE LTD,PS Acquired Community Services,2281.46,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,117029,36926,KATHERINE WILSON LTD,JLT Disbursements,2691.57,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,02/09/2024,116949,36930,SALIS CARE LTD,PS Acquired Community Services,5602.32,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,117033,36932,TRASH UK LTD,Fleet Management,900,Transport Related Expenditure -,Vehicle Spot Hire,RBC Standard Invoice,R4552,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,116968,36936,CLARK CARE SERVICES,PS Acquired Community Services,2918.16,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,116977,36936,CLARK CARE SERVICES,PS Acquired Community Services,2918.16,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,116980,36936,CLARK CARE SERVICES,PS Acquired Community Services,2918.16,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,113020,36900,SALVATION ARMY SOCIAL SERVICES FINANCE,Housing GF General Charges,39583.33,Supplies and Services         -,Preventative & Support Svces,RBC Standard Invoice,R5810,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,108540,36920,WHITESPACE WORK SOFTWARE LTD,Streetscene,39571.88,Supplies and Services         -,Software Licences,RBC Standard Invoice,R4567,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,113062,36963,JC RAE DECORATING LTD,Newbridge Nursery,53260.27,Capital                       -,External Fees  Misc.,RBC CIS Invoice,C8249,Capital
Reading Borough Council,02/09/2024,107541,36917,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate FM - Office Building,79594.31,Premises Related Expenses     -,Building Maintenance,RBC CIS Invoice,R3738,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,02/09/2024,116899,36943,LIGHTNING SAFETY SYSTEMS,Repairs,87734.32,Premises Related Expenses     -,Electrical Checks,RBC Refunds Manual Entry,R5970,Housing
Reading Borough Council,02/09/2024,109025,36935,VOLKER LASER LTD,Highways Infrastructure,134597.86,Capital                       -,Contractors,RBC CIS Invoice,C8280,Capital
Reading Borough Council,02/09/2024,116046,36878,REED,Berkshire West Public Health H,247035.47,Employees                     -,Agency Staff,RBC REED Invoice,R2002,Directorate of Social Care and Health Services
Reading Borough Council,02/09/2024,107735,36946,KOMFORT SERVICES,Vehicle Maintenance Workshop,262381.16,Capital                       -,Building Works,RBC Refunds Manual Entry,C8271,Capital
Reading Borough Council,03/09/2024,114227,37029,DANIEL SHERIDAN,JLT Disbursements,750,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,03/09/2024,112813,37016,JAMES DOVE,JLT Disbursements,1000,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,03/09/2024,109042,37025,BANNER GROUP LTD,Printing,1023.8,Supplies and Services         -,Stationery,RBC Standard Invoice,R2590,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,03/09/2024,112081,37021,CLIVE BARFORD LTD,Highways,1190.83,Transport Related Expenditure -,Hire of Plant,RBC Standard Invoice,R4252,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,03/09/2024,114008,37002,BRITISH GAS TRADING LTD,Void Property Management,1790.13,Premises Related Expenses     -,Minor Voids : Repairs,RBC CIS Invoice,R5921,Housing
Reading Borough Council,03/09/2024,111791,37006,TOTAL COMMUNICATION SERVICES LTD,LD Community Services,1597.83,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,03/09/2024,112043,37006,TOTAL COMMUNICATION SERVICES LTD,Sensory Support Community Serv,1679.77,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5711,Directorate of Social Care and Health Services
Reading Borough Council,03/09/2024,108788,37012,FCC RECYCLING (UK) LTD,Fleet Management,4800,Transport Related Expenditure -,Vehicle Spot Hire,RBC Standard Invoice,R4552,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,03/09/2024,109037,36993,ROBINSON TRANSPORT & REMOVALS LTD,Allocation,1200,Supplies and Services         -,Professional Fees,RBC Standard Invoice,R5980,Housing
Reading Borough Council,03/09/2024,116641,36996,GLASRITE LTD,DLO Wokingham Trades,6411.22,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4050,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,03/09/2024,95237,36998,F.G. MARSHALL LTD,Crematorium,818.46,Supplies and Services         -,Memorials & Comm'tive Plaques,RBC Standard Invoice,R4606,Directorate of Resources
Reading Borough Council,03/09/2024,117247,37003,READING COMMUNITY LEARNING CENTRE,Voluntary Sector & Community G,2000,Supplies and Services         -,Grants Paid to Vol Sector,RBC Standard Invoice,R2041,Directorate of Resources
Reading Borough Council,03/09/2024,117263,37007,ALLPAY.NET.LTD,Self-serve payments,1067.88,Supplies and Services         -,Credit Card Commission,RBC Standard Invoice,R2255,Corporate
Reading Borough Council,03/09/2024,117267,37007,ALLPAY.NET.LTD,Self-serve payments,1933.27,Supplies and Services         -,Credit Card Commission,RBC Standard Invoice,R2255,Corporate
Reading Borough Council,03/09/2024,117282,37014,LEXTOX,JLT Disbursements,792.27,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,03/09/2024,117283,37014,LEXTOX,JLT Disbursements,660.4,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,03/09/2024,117256,37015,GREEN METRO CARS READING LTD,Reading Play Services,2440,Transport Related Expenditure -,Travel Expenses,RBC Standard Invoice,R3820,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,03/09/2024,117315,37019,READING COMMUNITY ENERGY SOCIETY LTD,Sustainability,3866.79,Premises Related Expenses     -,Electricity,RBC Standard Invoice,R2026,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,03/09/2024,117271,37027,KOMFORT SERVICES,LUF: CCRLR,19125.3,Premises Related Expenses     -,Maintenance - Highways,RBC Refunds Manual Entry,R1390,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,03/09/2024,117252,37028,ADEOLA FADIPE,JLT Disbursements,960,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,03/09/2024,117442,FOREIGN PAYMENT,LUCID SOFTWARE INC,IT Management,7774.4,Supplies and Services         -,Software Licences,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,04/09/2024,113717,37066,ROYLE CARE LTD,PS Acquired Community Services,590.58,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113710,37066,ROYLE CARE LTD,PS Acquired Community Services,636.9,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113690,37066,ROYLE CARE LTD,PS Acquired Community Services,648.48,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113712,37066,ROYLE CARE LTD,PS Acquired Community Services,648.48,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113723,37066,ROYLE CARE LTD,PS Acquired Community Services,665.85,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113700,37066,ROYLE CARE LTD,PS Acquired Community Services,764.28,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113730,37066,ROYLE CARE LTD,PS Acquired Community Services,764.28,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113697,37066,ROYLE CARE LTD,PS Acquired Community Services,810.6,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113708,37066,ROYLE CARE LTD,PS Acquired Community Services,810.6,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113727,37066,ROYLE CARE LTD,PS Acquired Community Services,810.6,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,116639,37066,ROYLE CARE LTD,PS Acquired Community Services,810.6,Third Party Payments          -,Purchased Care,RBC Refunds Manual Entry,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113736,37066,ROYLE CARE LTD,PS Acquired Community Services,903.24,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113735,37066,ROYLE CARE LTD,PS Acquired Community Services,972.72,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113732,37066,ROYLE CARE LTD,PS Acquired Community Services,1007.46,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113729,37066,ROYLE CARE LTD,PS Acquired Community Services,1065.36,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113724,37066,ROYLE CARE LTD,PS Acquired Community Services,1134.84,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113704,37066,ROYLE CARE LTD,PS Acquired Community Services,1459.08,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113720,37066,ROYLE CARE LTD,PS Acquired Community Services,1534.35,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113698,37066,ROYLE CARE LTD,PS Acquired Community Services,1621.2,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113701,37066,ROYLE CARE LTD,PS Acquired Community Services,1737,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113702,37066,ROYLE CARE LTD,PS Acquired Community Services,1933.86,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113713,37066,ROYLE CARE LTD,PS Acquired Community Services,2003.34,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113725,37066,ROYLE CARE LTD,PS Acquired Community Services,2269.68,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113687,37066,ROYLE CARE LTD,PS Acquired Community Services,2304.42,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113721,37066,ROYLE CARE LTD,PS Acquired Community Services,2478.12,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113707,37066,ROYLE CARE LTD,PS Acquired Community Services,2570.76,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113691,37066,ROYLE CARE LTD,PS Acquired Community Services,2593.92,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113694,37066,ROYLE CARE LTD,PS Acquired Community Services,2593.92,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/09/2024,113696,37066,ROYLE CARE LTD,PS Acquired Community Services,2593.92,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
