Body Name,Body,Service Area Categorisation,Responsible Unit,Expense Type,Date,Transaction Number,Amount,Supplier Name
Derbyshire County Council,1000,Highways & Transport Services,Place,Input VAT,01/05/2025,5100005435,740,Blagg Plant Hire Worksop Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Input VAT,01/05/2025,5100004397,1224.55,Prepaid Financial Services Ltd
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Grants,01/05/2025,1900057828,807,VeloTech Bike Repairs
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001325,5299.98,Wheelplant Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100002460,5000,Printaply
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Input VAT,01/05/2025,5100002460,664,Printaply
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100000837,3164.69,Vertas Derbyshire Limited
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Pensions - Increase,01/05/2025,1900058273,4894.65,Nottinghamshire County Council
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100004563,192557.36,Comensura Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,01/05/2025,5100005352,774.67,Cabinet Office
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100005364,20110,T Three Consulting LTD
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100005428,2683.2,Carter Brown
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100002581,784.94,Sunbelt Rentals Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Input VAT,01/05/2025,5100001376,4684.57,Police and Crime Commissioner
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Input VAT,01/05/2025,5100005366,9358.93,Stantec UK Ltd
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Input VAT,01/05/2025,5100000975,2339.69,Stantec UK Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100002247,500,William Freer Limited
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100002253,500,William Freer Limited
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005366,46794.62,Stantec UK Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Input VAT,01/05/2025,5100004818,2072.25,Ven Construction Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100000285,1085,Grow Outside
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,01/05/2025,5100000864,3580,Central Manchester Uni Hospitals
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Input VAT,01/05/2025,5100005364,4022,T Three Consulting LTD
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Input VAT,01/05/2025,5100003638,2385.75,Bronbury Services Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,01/05/2025,5100002908,10000,Police and Crime Commissioner
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100005402,594.25,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,01/05/2025,5100000367,1183.5,Back Care Solutions
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100002582,1017,Sunbelt Rentals Limited
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100002979,810.89,Circuit Electrical Testing Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100002981,557.1,Circuit Electrical Testing Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Electricity,01/05/2025,1900058256,7000,FI Real Estate Management Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Input VAT,01/05/2025,1900058256,1400,FI Real Estate Management Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100002252,500,William Freer Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001580,3525,P D J Imports Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100002607,616.88,ASD Lighting plc
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Rents General,01/05/2025,1900058266,4250,Bretby Brick & Stoneware Co Ltd
Derbyshire County Council,1000,Children & Education Services,Corporate Services and Transformation,Contractors,01/05/2025,1900039481,468318,Equitix Education Derbyshire Ltd
Derbyshire County Council,1000,Children & Education Services,Corporate Services and Transformation,Input VAT,01/05/2025,1900039481,93663.6,Equitix Education Derbyshire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005395,842.36,Trentbarton
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005435,3700,Blagg Plant Hire Worksop Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005527,700,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005424,1090,J C Balls And Sons LTD
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005437,4500,Blagg Plant Hire Worksop Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005529,560,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100003459,654,Cemex UK Materials Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001962,596.59,Via East Midlands Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001974,4666.54,Via East Midlands Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100004909,568.46,M J Green Services Ltd
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,01/05/2025,5100000526,592.5,Ark Wildlife Limited
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100000507,547.4,Arnold Clark Car and Van Rental
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001328,1350,Wheelplant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100000449,546.18,Via East Midlands Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100004713,1763,Via East Midlands Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005359,595,J C Balls And Sons LTD
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005152,1307.63,Sunbelt Rentals Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005153,598.29,Sunbelt Rentals Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100000745,12395,Erewash Borough Council
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001960,1474.83,Via East Midlands Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100004712,1454.59,Via East Midlands Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005358,1635,J C Balls And Sons LTD
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,01/05/2025,5100000525,1380,Stag Inspection Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001950,3119.86,Via East Midlands Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,01/05/2025,5100002957,547.16,WEF Care
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001376,23422.87,Police and Crime Commissioner
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100004718,869.45,Via East Midlands Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100002251,500,William Freer Limited
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100004397,6122.75,Prepaid Financial Services Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001958,583.63,Via East Midlands Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005356,545,J C Balls And Sons LTD
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005362,2725,J C Balls And Sons LTD
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100000515,4874.79,Bedspace Resource Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100000516,4642.8,Bedspace Resource Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100000513,4717.54,Bedspace Resource Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100005365,689.08,Connex Community Support
Derbyshire County Council,1000,Balance Sheet,Balance Sheet,Insurance Provision,01/05/2025,1900057191,648.18,Midland Restorations (UK) Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,01/05/2025,5100005349,722.67,Autism East Mids
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100000514,2663.04,Bedspace Resource Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001557,26166.28,Police and Crime Commissioner
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100004720,942.99,Via East Midlands Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005354,1350,J C Balls And Sons LTD
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005360,1090,J C Balls And Sons LTD
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100004823,6875,Reed Talent Solutions Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100000284,716.08,Geodesys Land & Property Info
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,01/05/2025,5100003451,651,National World Publishing Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100004818,23025,Ven Construction Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100005419,7150,Hargo Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100000474,1015,Ballicom Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005433,1300,Blagg Plant Hire Worksop Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100005515,571.87,SWARCO UK & Ireland Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100003638,11928.75,Bronbury Services Ltd
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,01/05/2025,5100000975,11698.47,Stantec UK Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005518,700,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005523,700,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005526,700,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100000293,16026.75,Freedom Leisure
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100000517,1215,Pulse Healthcare Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005522,560,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005525,700,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100004004,6656,D Cresswell & Son Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100000524,927,Geocentrix Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100002074,1573.98,Insight Direct Uk Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005528,560,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100000824,1495,Central England Co-Operative Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100001381,900,Pulse Healthcare Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100005394,2256.6,WCL UK Limited
Derbyshire County Council,1000,Capital,Capital,Goods Received/Invoice Recd A/c,01/05/2025,5100000597,4926.67,SWARCO UK & Ireland Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005524,700,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Input VAT,01/05/2025,5100005431,1080,Blagg Plant Hire Worksop Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Input VAT,01/05/2025,5100005434,1300,Blagg Plant Hire Worksop Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005374,716.1,Huws Gray Group
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001322,1350,Wheelplant Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100004935,1184.4,Arnold Clark Car and Van Rental
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100000366,511.5,Impact Test Equipment Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100000579,726.35,SIG Trading Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005353,900,J C Balls And Sons LTD
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100000315,866,Assura HC Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100004385,1264.63,City Electrical Factors Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100000316,11391,Freedom Leisure
Derbyshire County Council,1000,Capital,Capital,Goods Received/Invoice Recd A/c,01/05/2025,5100005388,1155,Capsticks Solicitors LLP
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100005351,1144.5,Catherine Porter
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001636,1976.25,Police and Crime Commissioner
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005431,5400,Blagg Plant Hire Worksop Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005434,6500,Blagg Plant Hire Worksop Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005438,1300,Blagg Plant Hire Worksop Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100002262,6110,Wilcox Plumbing & Heating Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100005449,563.4,Leicester University
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100001370,900,Pulse Healthcare Ltd
Derbyshire County Council,1000,Balance Sheet,Balance Sheet,Advance of pay,01/05/2025,1900058049,869.37,one time-individual-CHAPS
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Input VAT,01/05/2025,5100001635,3911.98,H W Martin Waste Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001327,2550,Wheelplant Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,01/05/2025,5100002907,75000,Police and Crime Commissioner
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,01/05/2025,5100005485,4700,Valuation Office Agency
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,01/05/2025,5100001635,19559.92,H W Martin Waste Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,01/05/2025,5100003059,964.48,3D Human Asset Solution Ltd
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,01/05/2025,5100000313,4106.25,JCS Online Resources Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005357,1090,J C Balls And Sons LTD
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,01/05/2025,5100002609,693.32,My Homecare
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,01/05/2025,5100001380,900,Pulse Healthcare Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005519,1295,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005520,700,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,01/05/2025,5100005521,700,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,06/05/2025,5100005508,5320,R Stevenson
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,06/05/2025,1900060531,3399.93,Bosworth Homecare Ilkeston
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,06/05/2025,5100005656,1000,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,06/05/2025,5100004815,13200,J Booth Millward Plant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,06/05/2025,5100006169,940.5,Joule Brady Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,06/05/2025,5100006197,2175,Joule Brady Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,06/05/2025,5100006201,1241.1,DBS Construction Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,06/05/2025,5100006221,1677,Joule Brady Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,06/05/2025,5100006225,725,Joule Brady Limited
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,06/05/2025,5100005953,16014.6,WCL UK Limited
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,06/05/2025,5100006010,828,Microsoft Ireland Operations
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,06/05/2025,5100001224,938,Langley Mill Contract Flooring
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,06/05/2025,5100002606,4644,Abbey Glass Derby Ltd
