Body Name,Body,Service Area Categorisation,Responsible Unit,Expense Type,Date,Transaction Number,Amount,Supplier Name
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200216,1749.58,My Homecare
Pension Fund,2000,CETV Transfer - Out,Pension Fund,CETV Transfer - Out,04/08/2025,1900001358,13776.02,REDACTED PERSONAL DATA
Pension Fund,2000,Lump Sums -Retirement Grant,Pension Fund,Lump Sums -Retirement Grant,04/08/2025,1900001221,34667.28,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Supported Living Schemes,04/08/2025,1900200158,10413.6,Tordan Healthcare Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,04/08/2025,5100025529,704.35,First 4 Supplies Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025024,4134.08,Dragon Asphalt Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199436,893.75,VEEZU NORTH Limited
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199455,604.5,VEEZU NORTH Limited
Derbyshire County Council,1000,Children & Education Services,Children's Services,Input VAT,04/08/2025,1900199640,684,Shaws Taxis
Pension Fund,2000,Lump Sums -Retirement Grant,Pension Fund,Lump Sums -Retirement Grant,04/08/2025,1900001353,7883.66,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025024,888,Dragon Asphalt Ltd
Pension Fund,2000,Lump Sums -Retirement Grant,Pension Fund,Lump Sums -Retirement Grant,04/08/2025,1900001337,35811.84,REDACTED PERSONAL DATA
Pension Fund,2000,Lump Sums - Interest,Pension Fund,Lump Sums - Interest,04/08/2025,1900001337,514.42,REDACTED PERSONAL DATA
Pension Fund,2000,Transfer of In-House AVC,Pension Fund,Transfer of In-House AVC,04/08/2025,1900001345,18850.31,Civil Service Pensions
Pension Fund,2000,Lump Sums -Retirement Grant,Pension Fund,Lump Sums -Retirement Grant,04/08/2025,1900001342,13551.51,REDACTED PERSONAL DATA
Pension Fund,2000,Refunds,Pension Fund,Refunds,04/08/2025,1900001339,3255.3,REDACTED PERSONAL DATA
Pension Fund,2000,Refunds - Tax Deducted,Pension Fund,Refunds - Tax Deducted,04/08/2025,1900001339,-651.06,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,04/08/2025,5100025129,800,Crown Scaffolding UK Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,04/08/2025,5100025452,10218.35,John Palin Fresh Produce Ltd
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025299,18007.04,Peters Limited
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,04/08/2025,5100022390,1750,Thomas Bramall
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,04/08/2025,5100025179,882,Rotherham NHS Foundation
Derbyshire County Council,1000,Children & Education Services,Children's Services,Exceptional Circumstances Special Approved Trnspt,04/08/2025,1900199783,7057.98,Taxi Centre Derbyshire Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Input VAT,04/08/2025,1900199783,1411.6,Taxi Centre Derbyshire Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Contract Hire - Transport,04/08/2025,1900199776,3328,Taxicover T/A Chriss Minicoaches
Derbyshire County Council,1000,Children & Education Services,Children's Services,Contract Hire - Transport,04/08/2025,1900199618,608,Shaws Taxis
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199618,2432,Shaws Taxis
Derbyshire County Council,1000,Children & Education Services,Children's Services,Input VAT,04/08/2025,1900199776,665.6,Taxicover T/A Chriss Minicoaches
Derbyshire County Council,1000,Children & Education Services,Children's Services,Input VAT,04/08/2025,1900199618,608,Shaws Taxis
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199779,2720,Shaws Taxis
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199742,1730.26,Taxicover T/A Chriss Minicoaches
Pension Fund,2000,Death Grants,Pension Fund,Death Grants,04/08/2025,1900001336,2067.95,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,04/08/2025,5100025454,6361.04,Teaching Personnel Ltd
Pension Fund,2000,Properties,Pension Fund,Properties,04/08/2025,1900001322,14375000,Weightmans LLP - Client Account
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,04/08/2025,5100025500,880,Alan Green Taxis Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,04/08/2025,5100025502,960,Alan Green Taxis Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,04/08/2025,5100022505,521.96,M Markovitz Limited
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,04/08/2025,5100022297,101716.74,Holdsworth Food Service
Derbyshire County Council,1000,Children & Education Services,Children's Services,Input VAT,04/08/2025,1900199779,544,Shaws Taxis
Derbyshire County Council,1000,Children & Education Services,Children's Services,Voluntary Organisations,04/08/2025,1900200908,4634.28,Fusion Fostering
Derbyshire County Council,1000,Children & Education Services,Children's Services,Voluntary Organisations,04/08/2025,1900200925,3975.13,Eastern Family Service Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,04/08/2025,5100020970,1264,Abbott Rapid Diagnostics Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,04/08/2025,5100025141,4326,Gresleydale Healthcare Centre
Derbyshire County Council,1000,Highways & Transport Services,Place,Revenue Support,04/08/2025,1900199469,19959.03,TM Travel
Derbyshire County Council,1000,Highways & Transport Services,Place,Concessionary Fares - Elderly,04/08/2025,1900199213,3010.87,Central Connect Transport Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Concessionary Fares - Elderly,04/08/2025,1900199221,7847.68,First South Yorkshire Limited
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,04/08/2025,5100025456,5952,Global Mediation Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200699,585.27,High Peak Carers Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Grants,04/08/2025,1900199349,1388.88,Chatsworth Settlement Trustees
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Non-Contracted â€“ Home Care,04/08/2025,1900200663,1088,People Potential Possibilities
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Non-Contracted â€“ Home Care,04/08/2025,1900200666,535.2,People Potential Possibilities
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Input VAT,04/08/2025,5100025134,14433.9,Associated Waste Management Ltd
Derbyshire County Council,1000,Children & Education Services,Place,Contract Hire - Transport,04/08/2025,1900199136,3711.75,Stagecoach Services Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Contract Hire - Transport,04/08/2025,1900199758,1552,Naylors Taxis & Executive Services
Derbyshire County Council,1000,Children & Education Services,Children's Services,Contract Hire - Transport,04/08/2025,1900199640,3420,Shaws Taxis
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199413,1824.5,VEEZU NORTH Limited
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199428,599.28,VEEZU NORTH Limited
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199434,1045.5,VEEZU NORTH Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Supported Living Schemes,04/08/2025,1900200533,4716.67,EMH Group
Derbyshire County Council,1000,Highways & Transport Services,Place,Grants,04/08/2025,1900199347,5000,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,04/08/2025,5100025541,1090,DNA Care Services Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199448,1554,VEEZU NORTH Limited
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,04/08/2025,5100025289,950,TG Transport
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025188,12389.32,H W Martin Safety Fencing Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,04/08/2025,5100025447,9670,T Three Consulting LTD
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,04/08/2025,5100025460,3172.95,ASI Security Systems Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025079,582,Clee Hill Plant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025432,1162.26,Stacey Asphalt Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Input VAT,04/08/2025,1900199803,928.84,S Hutsby
Derbyshire County Council,1000,Children & Education Services,Children's Services,Input VAT,04/08/2025,1900199813,1300.68,Taxi Centre Derbyshire Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199736,4448.7,Sidâ€™s Taxis
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199770,2604.96,Erewash Community Transport Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200073,644.88,Community Life Choices
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025436,2191.51,Stacey Asphalt Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Supported Living Schemes,04/08/2025,1900200050,2420,G-MAP Services Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200208,1055.04,My Homecare
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,04/08/2025,5100025052,12242.3,Tusker Direct Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Supported Living Schemes,04/08/2025,1900200051,605,G-MAP Services Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Supported Living Schemes,04/08/2025,1900200047,2420,G-MAP Services Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199714,1691,Qais Travel Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,04/08/2025,5100020425,4670,Highfield Awarding Body For
Derbyshire County Council,1000,Balance Sheet,Balance Sheet,Imprest - Outstanding Reimbursements,04/08/2025,1900199191,772.61,Three Gables - Chapel
Derbyshire County Council,1000,Children & Education Services,Children's Services,Input VAT,04/08/2025,5100024970,555.07,Prism Medical UK Westholme Division
Derbyshire County Council,1000,Children & Education Services,Children's Services,Input VAT,04/08/2025,5100025542,569.6,DNA Care Services Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Input VAT,04/08/2025,5100025545,569.6,DNA Care Services Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199359,6300,VEEZU NORTH Limited
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,04/08/2025,1900199367,4500,VEEZU NORTH Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025007,1176,Hall Plant Hire Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,04/08/2025,5100025526,662.45,First 4 Supplies Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100024987,1467.14,Stacey Asphalt Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200026,3712.8,Alpha Imperial Private Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025311,1472,Cemex UK Materials Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025433,1084.23,Stacey Asphalt Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025434,1193.92,Stacey Asphalt Ltd
Pension Fund,2000,Input VAT,Pension Fund,Input VAT,04/08/2025,1900001334,32425.31,Colliers Global Investors
Pension Fund,2000,Investment Management expenses,Pension Fund,Investment Management expenses,04/08/2025,1900001334,162126.56,Colliers Global Investors
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,04/08/2025,5100025391,1604.25,ASI Security Systems Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,04/08/2025,5100025205,786.17,Crown Paints Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Supported Living Schemes,04/08/2025,1900200048,2420,G-MAP Services Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200283,3259.2,Serendipity Healthcare Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025435,825.54,Stacey Asphalt Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025438,1137.57,Stacey Asphalt Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,04/08/2025,5100025315,1305.6,ASI Security Systems Ltd
Pension Fund,2000,IFA Transfer - Out,Pension Fund,IFA Transfer - Out,04/08/2025,1900001357,39246.98,South Yorkshire Pension Authority
Pension Fund,2000,IFA Transfer - Out,Pension Fund,IFA Transfer - Out,04/08/2025,1900001332,149403.47,South Yorkshire Pension Authority
Pension Fund,2000,Club Transfer - Out,Pension Fund,Club Transfer - Out,04/08/2025,1900001333,158056.76,Civil Service Pensions
Pension Fund,2000,CETV Transfer - Out,Pension Fund,CETV Transfer - Out,04/08/2025,1900001343,5724.12,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025431,1710.34,Stacey Asphalt Ltd
Pension Fund,2000,Lump Sums -Retirement Grant,Pension Fund,Lump Sums -Retirement Grant,04/08/2025,1900001340,817.92,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200661,887.88,Faith Home Care Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,04/08/2025,5100025312,858,Cemex UK Materials Ltd
Pension Fund,2000,Lump Sums -Retirement Grant,Pension Fund,Lump Sums -Retirement Grant,04/08/2025,1900001348,96379.46,REDACTED PERSONAL DATA
Pension Fund,2000,Lump Sums -Retirement Grant,Pension Fund,Lump Sums -Retirement Grant,04/08/2025,1900001341,959.64,REDACTED PERSONAL DATA
Pension Fund,2000,Lump Sums -Retirement Grant,Pension Fund,Lump Sums -Retirement Grant,04/08/2025,1900001349,2626.77,REDACTED PERSONAL DATA
Pension Fund,2000,Lump Sums -Retirement Grant,Pension Fund,Lump Sums -Retirement Grant,04/08/2025,1900001346,2565.6,REDACTED PERSONAL DATA
Pension Fund,2000,Lump Sums -Retirement Grant,Pension Fund,Lump Sums -Retirement Grant,04/08/2025,1900001363,101297.89,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Children & Education Services,Children's Services,Voluntary Organisations,04/08/2025,1900200947,4216.93,Compass Fostering Central Limited
Derbyshire County Council,1000,Children & Education Services,Children's Services,Voluntary Organisations,04/08/2025,1900200946,4172.29,Compass Fostering Central Limited
Derbyshire County Council,1000,Children & Education Services,Children's Services,Voluntary Organisations,04/08/2025,1900200905,4827.32,Fusion Fostering
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200362,2951.2,Serendipity Healthcare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200243,1311.8,My Homecare
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200126,4481.68,Avanti Homecare Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200398,709.8,Serendipity Healthcare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200465,1330.56,Serendipity Healthcare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200069,653.44,East Midlands Homecare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200226,737.52,My Homecare
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200184,2045.66,Caring Links Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200229,3939.48,Bluebird Care
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200370,3558.24,Serendipity Healthcare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200212,812,My Homecare
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200248,1386.63,My Homecare
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200245,2315.04,My Homecare
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200420,974.05,Serendipity Healthcare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200378,921.61,Revolution Home Care
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200332,3586.31,Revolution Home Care
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200335,3566.69,Revolution Home Care
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200403,1053.53,Revolution Home Care
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200127,4554.21,Avanti Homecare Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200125,4334.62,Avanti Homecare Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Non-Contracted â€“ Home Care,04/08/2025,1900200197,1534.37,Five Healthgroup Ltd T/A
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200375,1316.84,Serendipity Healthcare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200415,3352.72,Serendipity Healthcare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200183,1790.58,Caring Links Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Supported Living Schemes,04/08/2025,1900200691,535.2,People Potential Possibilities
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Supported Living Schemes,04/08/2025,1900200688,535.2,People Potential Possibilities
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200357,1110.42,Serendipity Healthcare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200036,599.04,Valley Care Direct Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200205,921.8,My Homecare
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200446,3250.24,Serendipity Healthcare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Supported Living Schemes,04/08/2025,1900200180,10195.59,Amethyst Care and Support Group
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,04/08/2025,1900200412,3053.12,Serendipity Healthcare Ltd
