Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre,Directorate
Reading Borough Council,01/03/2024,36381,12173,ELECTORAL REFORM SERVICES,Electoral Registration,5197.69,Supplies and Services         -,Photocopying,RBC Standard Invoice,R2440,Directorate of Resources
Reading Borough Council,01/03/2024,26854,12175,J H CRESSWELL & SONS LTD,Civil Engineering,5361.42,Premises Related Expenses     -,Winter Maintenance,RBC CIS Invoice,R4550,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,29174,12176,COPE OCCUPATIONAL HEALTH & ERGONOMIC SER,HR & Payroll,4225.72,Supplies and Services         -,Health & Safety,RBC Standard Invoice,R2600,Directorate of Resources
Reading Borough Council,01/03/2024,39483,12179,DEBORAH ORR,JLT Disbursements,2378.3,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,01/03/2024,33585,12180,MORGAN SINDALL (CONSTRUCTION) PLC,New Build & Acquis: Phase 2-4,87972.4,Capital                       -,External Fees  Misc.,RBC CIS Invoice,C8712,Capital
Reading Borough Council,01/03/2024,27577,12181,ESP SYSTEX LTD,Strategic Transport & Concessi,503.44,Supplies and Services         -,Payments to Operators,RBC Standard Invoice,R4726,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,32012,12182,TOTAL COMMUNICATION SERVICES LTD,Sensory Support Community Serv,1440,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5711,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,32042,12182,TOTAL COMMUNICATION SERVICES LTD,LD Community Services,1560,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,31504,12183,PANDORA MAPLE T/A HANNINGTONS PARTNERSHI,Bed and Breakfast,2635,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,27605,12184,MIRUS PROJECTS LTD,Repairs,637.5,Premises Related Expenses     -,Building Maintenance,RBC CIS Invoice,R5970,Housing
Reading Borough Council,01/03/2024,27615,12184,MIRUS PROJECTS LTD,Repairs,798,Premises Related Expenses     -,Building Maintenance,RBC CIS Invoice,R5970,Housing
Reading Borough Council,01/03/2024,27618,12184,MIRUS PROJECTS LTD,Repairs,527,Premises Related Expenses     -,Building Maintenance,RBC CIS Invoice,R5970,Housing
Reading Borough Council,01/03/2024,27620,12184,MIRUS PROJECTS LTD,Repairs,798,Premises Related Expenses     -,Building Maintenance,RBC CIS Invoice,R5970,Housing
Reading Borough Council,01/03/2024,27157,12186,THEBIGWORD INTERPRETING SERVICES LTD,Customer Services - Reception,522.61,Supplies and Services         -,Translation Services,RBC Standard Invoice,R2595,Directorate of Resources
Reading Borough Council,01/03/2024,27160,12186,THEBIGWORD INTERPRETING SERVICES LTD,Customer Services - Reception,3146.14,Supplies and Services         -,Translation Services,RBC Standard Invoice,R2595,Directorate of Resources
Reading Borough Council,01/03/2024,34792,12188,24 ACOUSTICS LTD,New Build & Acquis: Phase 2-4,1792,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8712,Capital
Reading Borough Council,01/03/2024,33559,12189,MEADEE FLOORING LTD,DLO Voids Trades,910,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33561,12189,MEADEE FLOORING LTD,DLO Voids Trades,1604,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33562,12189,MEADEE FLOORING LTD,DLO Voids Trades,1604,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33563,12189,MEADEE FLOORING LTD,DLO Voids Trades,1060,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33564,12189,MEADEE FLOORING LTD,DLO Voids Trades,1384,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33565,12189,MEADEE FLOORING LTD,DLO Voids Trades,900,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33566,12189,MEADEE FLOORING LTD,DLO Voids Trades,1258.5,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33567,12189,MEADEE FLOORING LTD,DLO Voids Trades,1123.2,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33569,12189,MEADEE FLOORING LTD,DLO Voids Trades,1453,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33570,12189,MEADEE FLOORING LTD,DLO Voids Trades,1410,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33571,12189,MEADEE FLOORING LTD,DLO Voids Trades,935,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33572,12189,MEADEE FLOORING LTD,DLO Voids Trades,1054,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33573,12189,MEADEE FLOORING LTD,DLO Voids Trades,838,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,26823,12190,FCC RECYCLING (UK) LTD,Refuse Collection,7430.4,Third Party Payments          -,Other Waste Disposal Costs,RBC Standard Invoice,R4561,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,26897,12190,FCC RECYCLING (UK) LTD,Streetscene,2012.4,Supplies and Services         -,Waste Disposal,RBC Standard Invoice,R4567,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,38800,12190,FCC RECYCLING (UK) LTD,Streetscene,908.64,Supplies and Services         -,Waste Disposal,RBC Standard Invoice,R4567,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,34067,12192,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Berkshire West Public Health H,851.84,Third Party Payments          -,NHS Trusts,RBC Standard Invoice,R2002,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,27563,12193,NLC NOVA LIFT CO LTD,Corporate FM - Office Building,1728.03,Premises Related Expenses     -,Building Maintenance,RBC CIS Invoice,R3738,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,27165,12194,VIVEDIA LTD,Crematorium,3412,Supplies and Services         -,Equipment Purchase & Repair,RBC Standard Invoice,R4606,Directorate of Resources
Reading Borough Council,01/03/2024,35127,12195,GREAT WESTERN HOSPITALS NHS FT,Berkshire West Public Health H,743.87,Third Party Payments          -,NHS Trusts,RBC Standard Invoice,R2002,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,29931,12196,SYLVIANCARE LTD,PS Acquired Community Services,1368.36,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,29932,12196,SYLVIANCARE LTD,PS Acquired Community Services,760.2,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,29933,12196,SYLVIANCARE LTD,PS Acquired Community Services,565.8,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,29934,12196,SYLVIANCARE LTD,PS Acquired Community Services,1368.36,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,29935,12196,SYLVIANCARE LTD,PS Acquired Community Services,760.2,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,29936,12196,SYLVIANCARE LTD,Sensory Support Community Serv,1216.32,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5711,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,29937,12196,SYLVIANCARE LTD,PS Acquired Community Services,2736.72,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,16117,12197,BK SAFETY & WORKWEAR LTD,Streetscene,2341.03,Supplies and Services         -,Clothing & Uniforms,RBC Standard Invoice,R4567,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,31392,12198,G2 RECRUITMENT SOLUTIONS LTD,Building Control,1145.83,Employees                     -,Agency Staff,RBC Standard Invoice,R4701,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,31421,12198,G2 RECRUITMENT SOLUTIONS LTD,Building Control,1248.9,Employees                     -,Agency Staff,RBC Standard Invoice,R4701,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,11638,12199,24-7 BUSINESS GROUP,DLO Day to Day Trades,800,Third Party Payments          -,Subcontractors Labour,RBC Standard Invoice,R4010,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,36385,12201,PILON LTD,DLO Voids Trades,34786.27,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,29613,12204,RH ENVIRONMENTAL LTD,Environmental Protection,545,Employees                     -,Training & Development Costs,RBC Standard Invoice,R4611,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,39381,12205,THE ANSWERING SERVICE,Buildings Payroll,1567,Premises Related Expenses     -,Security Costs,RBC Standard Invoice,R3390,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,27185,12207,OPENVIEW SECURITY SOLUTIONS LTD,Community Solar,45817.85,Premises Related Expenses     -,Routine Maintenance,RBC CIS Invoice,R2023,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,31976,12209,BACK TO BACK CARE LTD,LD Community Services,2969.02,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,31977,12209,BACK TO BACK CARE LTD,LD Community Services,13064.02,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,26558,12210,CARE MANAGEMENT GROUP LTD,Mental Health Community Servic,4046.64,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,37658,12212,BRIAR ASSOCIATES LTD,Valuation,1925,Supplies and Services         -,Professional Fees,RBC Standard Invoice,R2100,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,39528,12213,MEDCARE HOME SERVICES LTD T/A PROACTIVE,Mental Health Community Servic,2137.08,Third Party Payments          -,Purchased Care,RBC Refunds Manual Entry,R5731,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,28923,12214,CERTAS ENERGY UK LTD,Corporate FM - Office Building,34883.33,Transport Related Expenditure -,Vehicle Fuel,RBC Standard Invoice,R3738,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,29962,12215,MY LIFE SEMI-INDEPENDENT PROJECT LTD,Social Support,2078.85,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5790,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,27239,12216,EUROPEAN ASBESTOS SERVICES LTD,LUDP: New perf space: Hexagon,641,Capital                       -,Building Works,RBC CIS Invoice,C8161,Capital
Reading Borough Council,01/03/2024,32372,12217,METCALFE METAL T/A METCALFE LTD,DLO Day to Day Trades,635,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4010,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,32373,12217,METCALFE METAL T/A METCALFE LTD,DLO Day to Day Trades,1903,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4010,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,34835,12218,MOTION CONSULTANTS LTD,New Build & Acquis: Phase 2-4,3349.05,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8712,Capital
Reading Borough Council,01/03/2024,32123,12219,LINDSAY JOHNSON,JLT Disbursements,2250,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,01/03/2024,28468,12220,LINK TREASURY SERVICES LTD T/A LINK ASSE,Corporate Miscellaneous,17850,Supplies and Services         -,Professional Fees,RBC Standard Invoice,R2855,Corporate
Reading Borough Council,01/03/2024,29432,12221,DOUBLE-BARRELLED BREWERY LTD,South Street Operations,550.94,Supplies and Services         -,Liquor Purchases,RBC Standard Invoice,R1220,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,26723,12222,PERFECT CIRCLE JV LTD,Other Education Schemes,19448.43,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8518,Capital
Reading Borough Council,01/03/2024,26724,12222,PERFECT CIRCLE JV LTD,Other Education Schemes,16928.63,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8518,Capital
Reading Borough Council,01/03/2024,26725,12222,PERFECT CIRCLE JV LTD,Other Education Schemes,15033.99,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8518,Capital
Reading Borough Council,01/03/2024,26726,12222,PERFECT CIRCLE JV LTD,New Build & Acquis: Phase 2-4,25520,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8712,Capital
Reading Borough Council,01/03/2024,26727,12222,PERFECT CIRCLE JV LTD,MRA Account,10093.78,Premises Related Expenses     -,Building Maintenance,RBC Standard Invoice,R5975,Housing
Reading Borough Council,01/03/2024,29501,12224,SELECT SERVICED ACCOMODATION,Bed and Breakfast,770,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,29580,12225,TRUSTMARQUE SOLUTIONS LTD,IT Management,1530,Supplies and Services         -,Software Licences,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,01/03/2024,32369,12226,ANCHOR PIPEWORK LTD,Caversham Park Primary,13399.44,Capital                       -,External Fees  Misc.,RBC CIS Invoice,C8210,Capital
Reading Borough Council,01/03/2024,32433,12226,ANCHOR PIPEWORK LTD,Oxford Road Primary,18480.84,Capital                       -,External Fees  Misc.,RBC CIS Invoice,C8224,Capital
Reading Borough Council,01/03/2024,26374,12228,AGILISYS LTD,Universal Digital Systems,10400,Supplies and Services         -,Software Support,RBC Standard Invoice,C8635,Capital
Reading Borough Council,01/03/2024,26375,12228,AGILISYS LTD,Universal Digital Systems,5200,Supplies and Services         -,Software Support,RBC Standard Invoice,C8635,Capital
Reading Borough Council,01/03/2024,26644,12228,AGILISYS LTD,IT Management,3921.91,Third Party Payments          -,Third Party Pymts: Other Estab,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,01/03/2024,26646,12228,AGILISYS LTD,IT Management,3566.43,Third Party Payments          -,Third Party Pymts: Other Estab,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,01/03/2024,26647,12228,AGILISYS LTD,IT Management,5875.4,Third Party Payments          -,Third Party Pymts: Other Estab,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,01/03/2024,39498,12229,CROWDENGAGE LTD,Hexagon Catering,1460.6,Supplies and Services         -,Computer Purchase,RBC Standard Invoice,R1241,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,33750,12232,THE NEWBURY COMMUNITY RESOURCE CENTRE LT,LD Community Services,530.96,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,28166,12234,BANNER GROUP LTD,Corporate FM - Office Building,1875.88,Supplies and Services         -,Stationery,RBC Standard Invoice,R3738,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,28869,12234,BANNER GROUP LTD,Printing,1269.36,Supplies and Services         -,Stationery,RBC Standard Invoice,R2590,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,32888,12235,RIVERSIDE ENVIRONMENTAL SERVICES LTD,Repairs,3586,Premises Related Expenses     -,Asbestos,RBC Standard Invoice,R5970,Housing
Reading Borough Council,01/03/2024,27483,12236,TOTAL COMPUTER NETWORKS LTD,IT Management,1821,Supplies and Services         -,ICT Consumables,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,01/03/2024,28465,12237,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,Accountancy,4899.88,Supplies and Services         -,Software Licences,RBC Standard Invoice,R2200,Directorate of Resources
Reading Borough Council,01/03/2024,27136,12238,PROFESSOR JAMES A R NICOLL,Coroner,540,Supplies and Services         -,Medical Fees,RBC Standard Invoice,R4605,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,29460,12239,NIAMH DALY,JLT Disbursements,750,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,01/03/2024,32336,12239,NIAMH DALY,JLT Disbursements,1015,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,01/03/2024,29477,12240,MARY JOYCE,Deprivation of Liberty Safegua,1875.8,Supplies and Services         -,Professional Fees,RBC Standard Invoice,R5729,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,28889,12243,MEDILINK CONSULTING LTD,Coroner,1050,Supplies and Services         -,Medical Fees,RBC Standard Invoice,R4605,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,34401,12244,GILLIAN BLACK,Customer Relations & Informati,1200,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R2058,Directorate of Resources
Reading Borough Council,01/03/2024,29519,12246,GHATAURA MEDICAL SERVICES LTD,Coroner,3599.7,Supplies and Services         -,Medical Fees,RBC Standard Invoice,R4605,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,27148,12247,SIMON DREW,DLO Voids Trades,715,Third Party Payments          -,Subcontractors Labour,RBC Standard Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,27599,12248,RHB PARTNERSHIP LLP,Cemeteries & Crematorium,641.25,Capital                       -,IT - Costs/Equipment,RBC Standard Invoice,C8356,Capital
Reading Borough Council,01/03/2024,33387,12252,LIGHTNING SAFETY SYSTEMS,Repairs,40807.34,Premises Related Expenses     -,Building Maintenance,RBC CIS Invoice,R5970,Housing
Reading Borough Council,01/03/2024,29175,12253,EMFS GROUP LTD,Coroner,46672.15,Supplies and Services         -,Special Activities,RBC Standard Invoice,R4605,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,28859,12256,LITTLEPAY LTD,Strategic Transport & Concessi,500,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R4726,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,39333,12257,MARCIA GILBERT,Customer Relations & Informati,2275,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R2058,Directorate of Resources
Reading Borough Council,01/03/2024,39130,12258,PTG SCAFFOLDING LTD,Corporate Maintenance Services,2636.24,Third Party Payments          -,Corporate Maintenance Contract,RBC CIS Invoice,R4080,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,39109,12259,BRIGHTER LIVING CARE LTD,LD Community Services,9875.52,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,01/03/2024,32349,12260,EQUALS CONSULTING LTD,LUF: HEXbox project,14643.75,Supplies and Services         -,Professional Fees,RBC Standard Invoice,R1391,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,30369,12261,CARTER JONAS LLP,Valuation,3950,Supplies and Services         -,Professional Fees,RBC Standard Invoice,R2100,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,39454,12263,UNITY FIVE LTD,Special Parking Area,1343.64,Third Party Payments          -,Leasing Costs,RBC Standard Invoice,R4724,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,31732,12264,TPA STUDIO LTD,Corp & Community Buildings,2800,Capital                       -,Building Works,RBC Standard Invoice,C8310,Capital
Reading Borough Council,01/03/2024,27485,12265,MARKS CONSULTING PARTNERS LTD,Valuation,3550,Employees                     -,Agency Staff,RBC Standard Invoice,R2100,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,01/03/2024,32409,12266,SUSTAINABLE ENERGY PURCHASING LTD,Other Education Schemes,10080,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8518,Capital
Reading Borough Council,01/03/2024,32410,12266,SUSTAINABLE ENERGY PURCHASING LTD,Other Education Schemes,3024,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8518,Capital
Reading Borough Council,01/03/2024,26921,12268,LEADERSHIP CENTRE,Members Services,500,Employees                     -,Training & Development Costs,RBC Standard Invoice,R2500,Directorate of Resources
Reading Borough Council,01/03/2024,34798,12269,MR H HARROP-GRIFFITH,JLT Disbursements,1500,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,01/03/2024,39362,12270,KATE SMITH,JLT Disbursements,800,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
