Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,03/07/2023,4814011,368502,ABSOLUTE CARE UK LTD,PS Acquired Community Services,2686.32,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4814014,368502,ABSOLUTE CARE UK LTD,PS Acquired Community Services,1364.48,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4814015,368502,ABSOLUTE CARE UK LTD,PS Acquired Community Services,692.9,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4814018,368502,ABSOLUTE CARE UK LTD,PS Acquired Community Services,746.2,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4814021,368502,ABSOLUTE CARE UK LTD,PS Acquired Community Services,842.14,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4814022,368502,ABSOLUTE CARE UK LTD,PS Acquired Community Services,746.2,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4814023,368502,ABSOLUTE CARE UK LTD,PS Acquired Community Services,767.52,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4814024,368502,ABSOLUTE CARE UK LTD,PS Acquired Community Services,564.98,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4814025,368502,ABSOLUTE CARE UK LTD,PS Acquired Community Services,1492.4,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4814026,368502,ABSOLUTE CARE UK LTD,PS Acquired Community Services,938.08,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4814029,368502,ABSOLUTE CARE UK LTD,PS Acquired Community Services,746.2,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4814030,368502,ABSOLUTE CARE UK LTD,PS Acquired Community Services,1279.2,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4810395,368503,TREVAL CLEANING SERVICES,South Street Operations,2033,Office Cleaning,Third Party Supplier,STANDARD,1220,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4807712,368510,AVALON PROMOTIONS LTD,South Street Operations,1065.13,Professional Fees,Third Party Supplier,STANDARD,1220,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4812628,368511,DIGNITY FUNERALS LTD,Crematorium,1150,TPP to Others,Third Party Supplier,STANDARD,4606,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4809021,368512,READING COMMUNITY LEARNING CENTRE,New Directions,1200,TPP to Others,Third Party Supplier,STANDARD,3340,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4807796,368513,TELESHORE U.K. LTD,Crematorium,1119.86,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4606,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,-362.69,Agency Staff,Third Party Supplier,CREDIT,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,-314.25,Agency Staff,Third Party Supplier,CREDIT,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Advice and Wellbeing Service,4.86,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Community Re-ablement Team,4.95,Agency Staff,Third Party Supplier,STANDARD,5205,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),7.11,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,8.19,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),9,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Reviews Team,9,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,9.45,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Advice and Wellbeing Service,12.5,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),15.16,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),15.16,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Reviews Team,16.2,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),18.9,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,20.95,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),22,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),22,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),22.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Discharge to Assess Hospital Service,22.95,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Discharge to Assess Hospital Service,36.04,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),36.9,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,37.35,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,44.1,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),61.6,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),62.55,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),70.35,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),74.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),112.5,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Streetscene,119.1,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,131.32,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Licensing Administration,253.9,Agency Staff,Third Party Supplier,STANDARD,2269,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),344.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,394.84,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Exchequer Services,451.2,Agency Staff,Third Party Supplier,STANDARD,2210,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Valuation,464.95,Agency Staff,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Procurement Services,467.44,Agency Staff,Third Party Supplier,STANDARD,2402,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),536.54,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,537.14,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,544.24,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Exchequer Services,554.19,Agency Staff,Third Party Supplier,STANDARD,2210,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Housing Maintenance And Repairs Staffing,584.17,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Streetscene,595.51,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Exchequer Services,614.17,Agency Staff,Third Party Supplier,STANDARD,2210,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Streetscene,617.71,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Personal Budget Support Team,623.35,Agency Staff,Third Party Supplier,STANDARD,5258,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,628.5,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Finance systems Re-procurement,639.2,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,03/07/2023,4808685,368514,REED,Preparing for Adulthood Service,644.3,Agency Staff,Third Party Supplier,STANDARD,5720,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),660.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Reviews Team,670.4,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Parking & Enforcement,708.18,Agency Staff,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),734.4,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Housing Maintenance And Repairs Staffing,741.28,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Streetscene,767.13,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Streetscene,767.13,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Streetscene,793.77,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Joint Legal Team,805.33,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Reviews Team,838,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Joint Legal Team,839.23,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),875.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,877.16,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Finance systems Re-procurement,877.8,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,957.81,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Advice and Wellbeing Service,999.6,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Housing Maintenance And Repairs Staffing,1003.38,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1032.75,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Legal Services,1068.22,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,IT Management,1070.4,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1100.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,IT Management,1105.4,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Housing Advice,1143,Agency Staff,Third Party Supplier,STANDARD,5820,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Refuse Collection,1143.6,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Discharge to Assess Hospital Service,1152.03,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Advice and Wellbeing Service,1161,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Special Parking Area,1173.16,Agency Staff,Third Party Supplier,STANDARD,4724,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Reviews Team,1186.1,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,1197,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Legal Services,1207.8,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Advice and Wellbeing Service,1236.05,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Reviews Team,1250.24,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Joint Legal Team,1250.76,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Mental Health Team,1257,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,1257,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,1257,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1257,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Preparing for Adulthood Service,1257,Agency Staff,Third Party Supplier,STANDARD,5720,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Finance systems Re-procurement,1278.4,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,03/07/2023,4808685,368514,REED,Advice and Wellbeing Service,1332.8,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,ASC Operational Management Team,1340.8,Agency Staff,Third Party Supplier,STANDARD,5309,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1354.05,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,1377,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Mental Health Team,1382.7,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1418.1,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Discharge to Assess Hospital Service,1432.73,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1442.55,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,IT Management,1455.6,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,IT Management,1478.55,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Housing Maintenance And Repairs Staffing,1532.44,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Community Re-ablement Team,1550.3,Agency Staff,Third Party Supplier,STANDARD,5205,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Transformation,1550.3,Agency Staff,Third Party Supplier,STANDARD,5289,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,1550.3,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Discharge to Assess Hospital Service,1550.3,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Reviews Team,1587.52,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1617,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Advice and Wellbeing Service,1624.3,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1637.17,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,Localities Team,1664.91,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/07/2023,4808685,368514,REED,Joint Legal Team,1683.84,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,03/07/2023,4808685,368514,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
