Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre,Directorate
RBC Legal Entity,10/10/2023,4836717,377265,CORRIGENDA LTD,Whitley Park Infant,844.59,External Fees  Misc.,SUB-CONTRACTOR,STANDARD,8233,ZZZC-Capital
RBC Legal Entity,10/10/2023,4836721,377265,CORRIGENDA LTD,Whitley Park Infant,96553.46,External Fees  Misc.,SUB-CONTRACTOR,STANDARD,8233,ZZZC-Capital
RBC Legal Entity,10/10/2023,4836726,377265,CORRIGENDA LTD,Whitley Park Infant,2540.88,External Fees  Misc.,SUB-CONTRACTOR,STANDARD,8233,ZZZC-Capital
RBC Legal Entity,10/10/2023,4842214,377266,LIMMS CARE SERVICES,PS Acquired Community Services,3344.88,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,10/10/2023,4842216,377266,LIMMS CARE SERVICES,PS Acquired Community Services,2128.56,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,10/10/2023,4842061,377267,YBC CLEANING SERVICES LTD,Building Cleaning,34093.3,TPP to Others,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,10/10/2023,4842447,377267,YBC CLEANING SERVICES LTD,Building Cleaning,-512,TPP to Others,Third Party Supplier,CREDIT,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,10/10/2023,4842343,377269,ALL CARE (GB) LTD,LD Community Services,2124.68,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,10/10/2023,4842344,377269,ALL CARE (GB) LTD,LD Community Services,2124.68,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,10/10/2023,4842417,377269,ALL CARE (GB) LTD,PS Acquired Community Services,746.2,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,10/10/2023,4842418,377269,ALL CARE (GB) LTD,PS Acquired Community Services,746.2,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,10/10/2023,4842419,377269,ALL CARE (GB) LTD,PS Acquired Community Services,746.2,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,10/10/2023,4841668,377270,WILSON & SCOTT (HIGHWAYS) LTD,Highways and Drainage,1312.5,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,10/10/2023,4841668,377270,WILSON & SCOTT (HIGHWAYS) LTD,Highways and Drainage,1816.08,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,10/10/2023,4841668,377270,WILSON & SCOTT (HIGHWAYS) LTD,Highways and Drainage,2672.09,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,10/10/2023,4842070,377272,BH&O LLP,JLT Disbursements,500,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,10/10/2023,4842035,377274,GILES BAIN,JLT Disbursements,1250,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,11/10/2023,4842721,377276,STROUD COURT COMMUNITY TRUST,LD Residential,-676.4,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842721,377276,STROUD COURT COMMUNITY TRUST,LD Residential,6801.04,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842718,377277,LANDLACE CAREHOMES LTD,LD Residential,4437.12,Purchased Care,Direct Payments,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4837182,377278,A2 DOMINION GROUP,Charles Clore Court,4742.52,Rents,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4837186,377278,A2 DOMINION GROUP,Charles Clore Court,4869.87,Rents,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4837187,377278,A2 DOMINION GROUP,Charles Clore Court,4786.17,Rents,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4837188,377278,A2 DOMINION GROUP,Charles Clore Court,4778.07,Rents,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842538,377279,BUPA CARE SERVICES,PS Acquired Nursing,1996.4,Enhanced Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842538,377279,BUPA CARE SERVICES,PS Acquired Nursing,7030.72,Free Nursing Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842538,377279,BUPA CARE SERVICES,PS Acquired Nursing,131801.52,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842645,377279,BUPA CARE SERVICES,PS Acquired Nursing,6102.48,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842651,377279,BUPA CARE SERVICES,PS Acquired Nursing,3490,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842679,377279,BUPA CARE SERVICES,Mental Health Nursing,1909.52,Purchased Care,Direct Payments,STANDARD,5733,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842695,377279,BUPA CARE SERVICES,PS Acquired Nursing,6085.32,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842763,377279,BUPA CARE SERVICES,PS Acquired Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842765,377279,BUPA CARE SERVICES,PS Acquired Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842766,377279,BUPA CARE SERVICES,Mental Health Nursing,2056.12,Purchased Care,Direct Payments,STANDARD,5733,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842785,377279,BUPA CARE SERVICES,PS Acquired Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842788,377279,BUPA CARE SERVICES,PS Acquired Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842789,377279,BUPA CARE SERVICES,Mental Health Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5733,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842816,377279,BUPA CARE SERVICES,PS Acquired Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842818,377279,BUPA CARE SERVICES,PS Acquired Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842819,377279,BUPA CARE SERVICES,PS Acquired Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842823,377279,BUPA CARE SERVICES,PS Acquired Nursing,5862.32,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842839,377279,BUPA CARE SERVICES,PS Acquired Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842844,377279,BUPA CARE SERVICES,PS Acquired Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842845,377279,BUPA CARE SERVICES,PS Acquired Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842846,377279,BUPA CARE SERVICES,PS Lifelong Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5783,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842848,377279,BUPA CARE SERVICES,PS Acquired Nursing,6073.8,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4838208,377281,STEPHEN CRISPIN,JLT Disbursements,850,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,11/10/2023,4842548,377282,DIVINE CARE SOLUTIONS,LD Residential,2993.28,Purchased Care,Direct Payments,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842583,377284,THE ABBEYFIELD READING SOCIETY LTD,PS Acquired Residential,3800,Purchased Care,Direct Payments,STANDARD,5772,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842710,377284,THE ABBEYFIELD READING SOCIETY LTD,M&C Acquired Residential,4295.96,Purchased Care,Direct Payments,STANDARD,5752,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842760,377284,THE ABBEYFIELD READING SOCIETY LTD,PS Acquired Residential,4276,Purchased Care,Direct Payments,STANDARD,5772,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842525,377287,PURLEY PARK TRUST LTD,LD Residential,5141.08,Purchased Care,Direct Payments,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842531,377287,PURLEY PARK TRUST LTD,LD Residential,-691.2,Client Contrib. Residential,Direct Payments,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842531,377287,PURLEY PARK TRUST LTD,LD Residential,5141.08,Purchased Care,Direct Payments,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842592,377287,PURLEY PARK TRUST LTD,LD Residential,11856.76,Purchased Care,Direct Payments,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842613,377287,PURLEY PARK TRUST LTD,LD Residential,5141.08,Purchased Care,Direct Payments,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842644,377287,PURLEY PARK TRUST LTD,LD Residential,7793.08,Purchased Care,Direct Payments,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842655,377287,PURLEY PARK TRUST LTD,LD Residential,4751.96,Purchased Care,Direct Payments,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842657,377287,PURLEY PARK TRUST LTD,LD Residential,-676.4,Client Contrib. Residential,Direct Payments,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842657,377287,PURLEY PARK TRUST LTD,LD Residential,5371.16,Purchased Care,Direct Payments,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842668,377287,PURLEY PARK TRUST LTD,PS Lifelong Residential,5141.08,Purchased Care,Direct Payments,STANDARD,5782,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842698,377287,PURLEY PARK TRUST LTD,LD Residential,5141.08,Purchased Care,Direct Payments,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842729,377287,PURLEY PARK TRUST LTD,LD Residential,14448.61,Purchased Care,Direct Payments,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842753,377287,PURLEY PARK TRUST LTD,LD Residential,3547.32,Purchased Care,Direct Payments,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842730,377288,HOLLIES CARE HOME,PS Acquired Nursing,3410.76,Purchased Care,Direct Payments,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842537,377289,DUNRAVEN HOUSE,M&C Acquired Residential,-691.2,Client Contrib. Residential,Direct Payments,CREDIT,5752,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842537,377289,DUNRAVEN HOUSE,M&C Acquired Residential,4303.96,Purchased Care,Direct Payments,STANDARD,5752,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842692,377290,NORWOOD SCHOOLS LTD,LD Residential,15373.64,Purchased Care,GOVERNMENT,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842737,377290,NORWOOD SCHOOLS LTD,LD Residential,10187.76,Purchased Care,GOVERNMENT,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842528,377291,CHOICE LTD,LD Residential,10512.04,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842532,377291,CHOICE LTD,LD Residential,4138.32,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842533,377291,CHOICE LTD,LD Residential,8655.88,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842534,377291,CHOICE LTD,LD Residential,8175,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842539,377291,CHOICE LTD,Mental Health Residential,7751.76,Purchased Care,Third Party Supplier,STANDARD,5732,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842597,377291,CHOICE LTD,LD Residential,9377.2,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842598,377291,CHOICE LTD,LD Residential,8655.88,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842600,377291,CHOICE LTD,LD Residential,8339.04,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842601,377291,CHOICE LTD,LD Residential,7299.8,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842603,377291,CHOICE LTD,LD Residential,8160.56,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842616,377291,CHOICE LTD,Mental Health Residential,7529.64,Purchased Care,Third Party Supplier,STANDARD,5732,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/10/2023,4842658,377291,CHOICE LTD,LD Residential,9319.48,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
