Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre,Directorate
RBC Legal Entity,18/10/2023,4840552,378485,SIMPLE RECRUITMENT SERVICES LTD,Town Hall Operations,737.1,Agency Staff,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4840334,378486,PILON LTD,DLO Wokingham Trades,17855.7,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4050,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4840256,378489,SYLVIANCARE LTD,PS Acquired Community Services,2519.52,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,18/10/2023,4840257,378489,SYLVIANCARE LTD,PS Acquired Community Services,2736.72,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,18/10/2023,4840258,378489,SYLVIANCARE LTD,PS Acquired Community Services,4257.12,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,18/10/2023,4840259,378489,SYLVIANCARE LTD,PS Acquired Community Services,4876.2,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,18/10/2023,4840260,378489,SYLVIANCARE LTD,PS Acquired Community Services,564.72,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,18/10/2023,4844423,378490,STORUM LTD T/A METAFENCE,Civil Engineering,2638,H.M.Planned,SUB-CONTRACTOR,STANDARD,4550,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4840513,378492,HOUSING GENIE LTD,Bed and Breakfast,770,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4824625,378495,NETWORK MERCHANTS LTD,Parking & Enforcement,1209.09,Credit Card Commission,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4824625,378495,NETWORK MERCHANTS LTD,Parking & Enforcement,1209.1,Credit Card Commission,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4840771,378497,JET PLANT HIRE LTD,Road Resurfacing,2780,Contractors,SUB-CONTRACTOR,STANDARD,8870,ZZZC-Capital
RBC Legal Entity,18/10/2023,4844737,378499,LITTLE WANDER LTD,Town Hall - Concert Hall Events,-9684.67,Ticket SalesPerformances,Third Party Supplier,CREDIT,1213,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844737,378499,LITTLE WANDER LTD,Town Hall - Concert Hall Events,-968.33,Administration Charges,Third Party Supplier,CREDIT,1213,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844737,378499,LITTLE WANDER LTD,Cultural Services Marketing,-420.82,Publicity & Media Work,Third Party Supplier,CREDIT,1235,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844737,378499,LITTLE WANDER LTD,Town Hall - Concert Hall Events,-372,Credit Card Commission,Third Party Supplier,CREDIT,1213,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844737,378499,LITTLE WANDER LTD,Town Hall - Concert Hall Events,-256,Security Charges,Third Party Supplier,CREDIT,1213,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844737,378499,LITTLE WANDER LTD,Town Hall - Concert Hall Events,-20.67,Royalties,Third Party Supplier,CREDIT,1213,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844737,378499,LITTLE WANDER LTD,Town Hall - Concert Hall Events,420.82,Professional Fees,Third Party Supplier,STANDARD,1213,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844737,378499,LITTLE WANDER LTD,Town Hall - Concert Hall Events,7326.91,Professional Fees,Third Party Supplier,STANDARD,1213,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844737,378499,LITTLE WANDER LTD,Hexagon Performances,11301.67,Ticket SalesPerformances,Third Party Supplier,STANDARD,1202,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838276,378502,STANTEC UK LTD,Strategic Transport & Concessionary Fares,907.46,Consultancy Fees,Third Party Supplier,STANDARD,4726,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844238,378503,ROYAL NATIONAL THEATRE,Hexagon Operations,633.15,Professional Fees,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844517,378504,BERKSHIRE ROOMS,Bed and Breakfast,182,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844517,378504,BERKSHIRE ROOMS,Bed and Breakfast,728,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844518,378504,BERKSHIRE ROOMS,Bed and Breakfast,980,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844519,378504,BERKSHIRE ROOMS,Bed and Breakfast,196,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844519,378504,BERKSHIRE ROOMS,Bed and Breakfast,784,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844524,378504,BERKSHIRE ROOMS,Bed and Breakfast,182,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844524,378504,BERKSHIRE ROOMS,Bed and Breakfast,728,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844525,378504,BERKSHIRE ROOMS,Bed and Breakfast,196,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844525,378504,BERKSHIRE ROOMS,Bed and Breakfast,784,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844526,378504,BERKSHIRE ROOMS,Bed and Breakfast,224,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844526,378504,BERKSHIRE ROOMS,Bed and Breakfast,896,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844528,378504,BERKSHIRE ROOMS,Bed and Breakfast,182,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844528,378504,BERKSHIRE ROOMS,Bed and Breakfast,728,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844529,378504,BERKSHIRE ROOMS,Bed and Breakfast,780,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844530,378504,BERKSHIRE ROOMS,Bed and Breakfast,196,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844530,378504,BERKSHIRE ROOMS,Bed and Breakfast,784,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844531,378504,BERKSHIRE ROOMS,Bed and Breakfast,182,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844531,378504,BERKSHIRE ROOMS,Bed and Breakfast,728,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844168,378505,CLAIRGLOW HEATING LTD,MRA Account,46967.84,Boilers + Heating Systems,SUB-CONTRACTOR,STANDARD,5975,HAAA-Housing Revenue Account
RBC Legal Entity,18/10/2023,4839252,378506,FAZEELA ISHMAEL,JLT Disbursements,750,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,18/10/2023,4839253,378506,FAZEELA ISHMAEL,JLT Disbursements,150,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,18/10/2023,4839253,378506,FAZEELA ISHMAEL,JLT Disbursements,750,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,18/10/2023,4839256,378506,FAZEELA ISHMAEL,JLT Disbursements,1450,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,18/10/2023,4841262,378507,BIG YELLOW SELF STORAGE LTD,Mental Health Team,458,Rents,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,2.52,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,7.5,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,11.13,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,16.25,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,18.06,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,36.8,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,38.72,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,48.4,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,48.49,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,78.65,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,82.06,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,103.35,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,133.1,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838258,378508,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,153,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844164,378510,XEROX,Registration,4466,PurchaseComputer Equipt,Third Party Supplier,STANDARD,4604,LAAA-Directorate of Resources
RBC Legal Entity,18/10/2023,4844539,378511,CAMINO PILGRIM | CSJ UK,Town Hall - Museum,597.19,Stock Purchase,Third Party Supplier,STANDARD,1255,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4839206,378513,R.WATTS & SONS LTD,Streetscene,1800,Forestry,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838272,378514,ASCENDANT SOLUTIONS LTD,Voluntary Sector & Community Grants,2795,TPP to Others,Third Party Supplier,STANDARD,2041,LAAA-Directorate of Resources
RBC Legal Entity,18/10/2023,4841129,378518,GAS-IT HEATING LTD,DLO Planned Maintenance Trades,656.25,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4030,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4843755,378520,WORLDWIDE EDUCATION RECRUITMENT LTD,Kennet Day Nursery,950,Agency Staff,Third Party Supplier,STANDARD,3555,LAAA-Directorate of Resources
RBC Legal Entity,18/10/2023,4844513,378521,READYPOWER RAIL SERVICES LTD,Civil Engineering,6134,DfT Bridges,SUB-CONTRACTOR,STANDARD,4550,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4841184,378522,BASSNA INVESTMENTS GROUP LTD T/A BOW GUEST HOUSE,Bed and Breakfast,595,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4841187,378522,BASSNA INVESTMENTS GROUP LTD T/A BOW GUEST HOUSE,Bed and Breakfast,553,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4841188,378522,BASSNA INVESTMENTS GROUP LTD T/A BOW GUEST HOUSE,Bed and Breakfast,553,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838218,378523,MUDDY STILETTOS LTD,Cultural Services Marketing,1395,Publicity & Media Work,Third Party Supplier,STANDARD,1235,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4839169,378523,MUDDY STILETTOS LTD,Cultural Services Marketing,-1395,Publicity & Media Work,Third Party Supplier,CREDIT,1235,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4839171,378523,MUDDY STILETTOS LTD,Cultural Services Marketing,1385,Publicity & Media Work,Third Party Supplier,STANDARD,1235,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838292,378524,PTG SCAFFOLDING LTD,Corporate Maintenance Services,4916.36,Agency + Contracted Serv  Mng,SUB-CONTRACTOR,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4838292,378524,PTG SCAFFOLDING LTD,Corporate Offices,5341.82,Building Works,SUB-CONTRACTOR,STANDARD,8602,ZZZC-Capital
RBC Legal Entity,18/10/2023,4838292,378524,PTG SCAFFOLDING LTD,Corporate Offices,10258.18,Building Works,SUB-CONTRACTOR,STANDARD,8602,ZZZC-Capital
RBC Legal Entity,18/10/2023,4839964,378525,EARLEY ROOFING LTD,DLO Day to Day Trades,650,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4839964,378525,EARLEY ROOFING LTD,DLO Day to Day Trades,650,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4839967,378525,EARLEY ROOFING LTD,Payroll + Payments A/c,-55,System Creditors,SUB-CONTRACTOR,CREDIT,9823,ZZZB-Balance Sheet
RBC Legal Entity,18/10/2023,4839967,378525,EARLEY ROOFING LTD,DLO Wokingham Trades,275,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4050,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4839967,378525,EARLEY ROOFING LTD,DLO Wokingham Trades,275,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4050,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4839968,378525,EARLEY ROOFING LTD,Payroll + Payments A/c,-47,System Creditors,SUB-CONTRACTOR,CREDIT,9823,ZZZB-Balance Sheet
RBC Legal Entity,18/10/2023,4839968,378525,EARLEY ROOFING LTD,DLO Day to Day Trades,235,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4839968,378525,EARLEY ROOFING LTD,DLO Day to Day Trades,235,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844739,378527,STRADA MUSIC INTERNATIONAL LTD,South Street Operations,-803.68,Ticket SalesPerformances,Third Party Supplier,CREDIT,1220,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844739,378527,STRADA MUSIC INTERNATIONAL LTD,South Street Operations,-106.67,Administration Charges,Third Party Supplier,CREDIT,1220,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844739,378527,STRADA MUSIC INTERNATIONAL LTD,South Street Operations,-36.61,Royalties,Third Party Supplier,CREDIT,1220,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844739,378527,STRADA MUSIC INTERNATIONAL LTD,South Street Operations,-31.38,Credit Card Commission,Third Party Supplier,CREDIT,1220,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844739,378527,STRADA MUSIC INTERNATIONAL LTD,South Street Operations,602.76,Professional Fees,Third Party Supplier,STANDARD,1220,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,18/10/2023,4844739,378527,STRADA MUSIC INTERNATIONAL LTD,Hexagon Performances,978.34,Ticket SalesPerformances,Third Party Supplier,STANDARD,1202,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4840524,378533,HARRISON & HARRISON LTD,Town Hall Operations,496.13,Professional Fees,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4844860,378534,SOLACE IN BUSINESS LTD,DEGNS Management,1073.1,Recruitment & Interview Costs,Third Party Supplier,STANDARD,1500,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4842153,378536,ACTIVE ASSISTANCE,PS Acquired Community Services,1044,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,19/10/2023,4842154,378536,ACTIVE ASSISTANCE,PS Acquired Community Services,751.71,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,19/10/2023,4844924,378538,CHILMINGTON HOMES LTD,LD Community Services,1262.6,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,19/10/2023,4844925,378538,CHILMINGTON HOMES LTD,LD Community Services,6513.64,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,19/10/2023,4844928,378539,RADIS COMMUNITY CARE,PS Acquired Community Services,1023.68,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,19/10/2023,4842485,378542,PANGBOURNE PLANT HIRE LTD,Highways and Drainage,26458.68,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4842485,378542,PANGBOURNE PLANT HIRE LTD,Highways and Drainage,49988.29,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839250,378546,NATIONAL ENERGY ACTION,Safer Community Unit,560,Gas,Third Party Supplier,STANDARD,5365,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839143,378548,CIVICA UK LTD,Reading Libraries,26402,Software Licences,Third Party Supplier,STANDARD,1400,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4840452,378551,GLOBAL MEDIA GROUP SERVICES LTD,Strategic Transport & Concessionary Fares,3538.13,Consultancy Fees,Third Party Supplier,STANDARD,4726,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839991,378552,BPS CHARTERED SURVEYORS,Planning,2940,Consultancy Fees,Third Party Supplier,STANDARD,4700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4840004,378552,BPS CHARTERED SURVEYORS,Planning,1875,Consultancy Fees,Third Party Supplier,STANDARD,4700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4841887,378556,READING UK CIC,Reading?s Economy & Destination Agency,28000,TPP to Others,Third Party Supplier,STANDARD,2052,LAAA-Directorate of Resources
RBC Legal Entity,19/10/2023,4841887,378556,READING UK CIC,Reading?s Economy & Destination Agency,82500,TPP to Others,Third Party Supplier,STANDARD,2052,LAAA-Directorate of Resources
RBC Legal Entity,19/10/2023,4841887,378556,READING UK CIC,Reading?s Economy & Destination Agency,117500,TPP to Others,Third Party Supplier,STANDARD,2052,LAAA-Directorate of Resources
RBC Legal Entity,19/10/2023,4839510,378557,MIRUS PROJECTS LTD,Plaza West,1572,Equipment,SUB-CONTRACTOR,STANDARD,8626,ZZZC-Capital
RBC Legal Entity,19/10/2023,4841946,378560,CROWN LODGE GUEST HOUSE,Bed and Breakfast,553,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4841949,378560,CROWN LODGE GUEST HOUSE,Bed and Breakfast,623,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4842503,378560,CROWN LODGE GUEST HOUSE,Single Homelessness Grants,553,Preventive+SupportiveServ,Third Party Supplier,STANDARD,5860,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4842505,378560,CROWN LODGE GUEST HOUSE,Single Homelessness Grants,623,Preventive+SupportiveServ,Third Party Supplier,STANDARD,5860,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4844916,378562,GEMMA KELLY,JLT Disbursements,750,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,19/10/2023,4841749,378564,IMAGE BOX DESIGN LTD,Safer Community Unit,1780,Special Measures Expenses,Third Party Supplier,STANDARD,5365,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4844849,378565,HAMPTONS RESOURCING LTD,Adults Quality and Safeguarding Team,3139.52,Consultancy Fees,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,19/10/2023,4844851,378565,HAMPTONS RESOURCING LTD,Adults Quality and Safeguarding Team,3488.35,Consultancy Fees,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,19/10/2023,4844854,378565,HAMPTONS RESOURCING LTD,Adults Quality and Safeguarding Team,3488.35,Consultancy Fees,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,19/10/2023,4839221,378566,DENNIS EAGLE LTD,Fleet Management,160.56,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839221,378566,DENNIS EAGLE LTD,Fleet Management,185,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839221,378566,DENNIS EAGLE LTD,Fleet Management,192.4,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839221,378566,DENNIS EAGLE LTD,Fleet Management,252,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839221,378566,DENNIS EAGLE LTD,Fleet Management,266.2,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839221,378566,DENNIS EAGLE LTD,Fleet Management,299.5,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839221,378566,DENNIS EAGLE LTD,Fleet Management,333.17,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839221,378566,DENNIS EAGLE LTD,Fleet Management,377.5,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839221,378566,DENNIS EAGLE LTD,Fleet Management,442.43,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839221,378566,DENNIS EAGLE LTD,Fleet Management,459.78,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839221,378566,DENNIS EAGLE LTD,Fleet Management,501.5,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839221,378566,DENNIS EAGLE LTD,Fleet Management,813.5,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,19/10/2023,4839222,378566,DENNIS EAGLE LTD,Fleet Management,82.5,Unfair Wear + Tear Costs,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
