Body Name,Body,Service Area Categorisation,Responsible Unit,Expense Type,Date,Transaction Number,Amount,Supplier Name
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Rents General,02/01/2025,1900412714,1417,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Highways & Transport Services,Place,Input VAT,02/01/2025,5100057765,979.55,Matchtech Group UK Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Input VAT,02/01/2025,5100061619,73235.73,Comensura Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Concessionary Fares - Children,02/01/2025,1900373350,1149.5,Arriva North West Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Input VAT,02/01/2025,5100057748,1686.4,Matchtech Group UK Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Grants,02/01/2025,1900412709,1769.75,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Highways & Transport Services,Place,Grants,02/01/2025,1900412668,4428,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Highways & Transport Services,Place,Grants,02/01/2025,1900412674,4290.48,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Highways & Transport Services,Place,Input VAT,02/01/2025,5100057766,2531.3,Matchtech Group UK Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Input VAT,02/01/2025,5100059913,6170,AECOM Infrastructure n Environment
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,02/01/2025,5100062416,781,Graham Key Conservation and
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,02/01/2025,5100060385,782.93,Concertus Derbyshire Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Input VAT,02/01/2025,5100057739,635.82,Matchtech Group UK Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Input VAT,02/01/2025,5100056494,1004.72,Euclid Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,02/01/2025,5100062534,1500,K Neville Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Grants,02/01/2025,1900412673,4500.8,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Children & Education Services,Children's Services,Input VAT,02/01/2025,5100057440,3300,Reed Talent Solutions Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Projects & Activities,02/01/2025,5100057801,1057.8,Whitworks Adventures in Theatre
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Input VAT,02/01/2025,5100061326,1483.08,FHP Property Consultants
Derbyshire County Council,1000,Capital,Capital,Goods Received/Invoice Recd A/c,02/01/2025,5100060369,657.38,Concertus Derbyshire Limited
Derbyshire County Council,1000,Capital,Capital,Goods Received/Invoice Recd A/c,02/01/2025,5100060406,567.39,Concertus Derbyshire Limited
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,02/01/2025,5100058253,40000,Softcat Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100058434,4137.36,G D Golding Skip Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100058804,1268.33,Wheelplant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100058696,9323.78,Tarmac Trading Limited
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,02/01/2025,5100062698,798,Carter Brown
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100061094,4698.63,Via East Midlands Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100062546,905.67,Via East Midlands Ltd
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,02/01/2025,5100062744,1211.19,Veolia ES UK Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Input VAT,02/01/2025,5100056905,605.6,Civica Uk Limited
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,02/01/2025,5100056599,573.5,Edwards Metal Windows
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100057694,720,Ian Garlick Contracting Services
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100058794,1359.99,Wheelplant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100061462,562.5,Wheelplant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100062678,1500,J Booth Millward Plant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100061431,562.5,Wheelplant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100056528,750,Wheelplant Ltd
Derbyshire County Council,1000,Capital,Capital,Input VAT,02/01/2025,5100058242,7646.6,Adam Suffolk Flat Roofing Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100057766,12656.5,Matchtech Group UK Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100057748,8432,Matchtech Group UK Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,02/01/2025,5100062541,568,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,02/01/2025,5100061329,9193.24,Reach Housing And Enablement
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,02/01/2025,5100061330,3862.22,Reach Housing And Enablement
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100058367,610.68,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100062654,3815,Peter Byard Plant Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100058799,1790.75,Wheelplant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100056526,1577.5,Wheelplant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100061466,562.5,Wheelplant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100062677,1184,J Booth Millward Plant Ltd
Derbyshire County Council,1000,Balance Sheet,Balance Sheet,Goods Received/Invoice Recd A/c,02/01/2025,5100055453,56023,Specialist Computer Centres
Derbyshire County Council,1000,Balance Sheet,Balance Sheet,Input VAT,02/01/2025,5100055453,11223.28,Specialist Computer Centres
Derbyshire County Council,1000,Capital,Capital,Input VAT,02/01/2025,5100060371,1330.22,Concertus Derbyshire Limited
Derbyshire County Council,1000,Balance Sheet,Balance Sheet,Goods Received/Invoice Recd A/c,02/01/2025,5100056705,2460,Pace Fuelcare
Derbyshire County Council,1000,Capital,Capital,Input VAT,02/01/2025,5100058661,5888.92,ACS Roofing Services
Derbyshire County Council,1000,Capital,Capital,Input VAT,02/01/2025,5100060377,580.02,Concertus Derbyshire Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100056833,4022.8,Wheelplant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100061761,595,J C Balls And Sons LTD
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Rents General,02/01/2025,1900412638,500,North East Derbyshire District Coun
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100058812,1350,Wheelplant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100058859,1056,Wheelplant Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100059988,112099.13,Thomas Bow Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Input VAT,02/01/2025,5100057744,1482.88,Matchtech Group UK Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Contractors,02/01/2025,1900372893,5025.53,James Gardiner
Derbyshire County Council,1000,Highways & Transport Services,Place,Input VAT,02/01/2025,1900372893,1005.11,James Gardiner
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,02/01/2025,5100059133,684.05,Cintra Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,02/01/2025,5100061326,7415.4,FHP Property Consultants
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100062542,1320.08,Via East Midlands Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,02/01/2025,5100062612,1125,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,02/01/2025,5100062638,600,VEEZU NORTH Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100062747,30000,AECOM Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100056601,23173.6,SWARCO UK & Ireland Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100061337,1333.28,Via East Midlands Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,02/01/2025,5100062510,681.75,William Freer Limited
Derbyshire County Council,1000,Children & Education Services,Children's Services,Goods Received/Invoice Recd A/c,02/01/2025,5100062741,3325.15,Veolia ES UK Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100058437,2123.38,G D Golding Skip Hire Ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100061504,2452.22,J C Balls And Sons LTD
Derbyshire County Council,1000,Balance Sheet,Balance Sheet,Goods Received/Invoice Recd A/c,02/01/2025,5100061750,12894.24,Sigma Pharmaceuticals Plc
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,02/01/2025,5100062643,3580.08,Flogas Uk Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,02/01/2025,5100059898,3778,PHS Group Ltd
Derbyshire County Council,1000,Corporate & Democratic Core,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,02/01/2025,5100060365,4407.05,Concertus Derbyshire Limited
Derbyshire County Council,1000,Capital,Capital,Goods Received/Invoice Recd A/c,02/01/2025,5100060370,2521.74,Concertus Derbyshire Limited
Derbyshire County Council,1000,Capital,Capital,Goods Received/Invoice Recd A/c,02/01/2025,5100060690,3358.49,Concertus Derbyshire Limited
Derbyshire County Council,1000,Capital,Capital,Goods Received/Invoice Recd A/c,02/01/2025,5100060395,770,Concertus Derbyshire Limited
Derbyshire County Council,1000,Capital,Capital,Goods Received/Invoice Recd A/c,02/01/2025,5100060389,1893,Concertus Derbyshire Limited
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,02/01/2025,5100060402,1739.37,Concertus Derbyshire Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100062199,740.05,Donald Ward Limited T/A Ward
Derbyshire County Council,1000,Corporate & Democratic Core,Corporate Services and Transformation,Input VAT,02/01/2025,5100060365,881.41,Concertus Derbyshire Limited
Derbyshire County Council,1000,Capital,Capital,Input VAT,02/01/2025,5100060370,504.35,Concertus Derbyshire Limited
Derbyshire County Council,1000,Capital,Capital,Input VAT,02/01/2025,5100060690,671.7,Concertus Derbyshire Limited
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,02/01/2025,5100062620,655,Fieldwell Energy Services
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,02/01/2025,5100059402,585,Environtec ltd
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100056125,1946.5,Wheelplant Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,02/01/2025,5100056306,575,Securitas Technology Ltd
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,02/01/2025,5100056209,798.8,T-Mex Limited
Derbyshire County Council,1000,"Cultural, Environmental & Planning Services",Place,Goods Received/Invoice Recd A/c,02/01/2025,5100056210,960,T-Mex Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,02/01/2025,5100061592,684.56,Ace Janitorial Supplies Ltd
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,02/01/2025,5100062473,900,Precision Tree Care
Derbyshire County Council,1000,Non Distributed Costs,Corporate Services and Transformation,Goods Received/Invoice Recd A/c,02/01/2025,5100060312,500,William Freer Limited
Derbyshire County Council,1000,Highways & Transport Services,Place,Goods Received/Invoice Recd A/c,02/01/2025,5100058055,18454.08,Charles Endirect Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Goods Received/Invoice Recd A/c,02/01/2025,5100062550,2549.69,Broad Oak Properties Ltd
